COD UF;NOME DO MUNICÍPIO;POPULAÇÃO ESTIMADA;CÓDIGO IBGE 
31;Araxá;108403;3104007
31;Arceburgo;10990;3104106
31;Arcos;40658;3104205
31;Areado;15288;3104304
31;Argirita;2681;3104403
31;Aricanduva;5305;3104452
31;Arinos;17850;3104502
31;Astolfo Dutra;14358;3104601
31;Ataléia;12496;3104700
31;Augusto de Lima;4833;3104809
31;Baependi;19249;3104908
31;Baldim;7780;3105004
31;Bambuí;23964;3105103
31;Bandeira;4738;3105202
31;Bandeira do Sul;5808;3105301
31;Barão de Cocais;33232;3105400
31;Barão de Monte Alto;5311;3105509
31;Barbacena;139061;3105608
31;Barra Longa;4905;3105707
31;Barroso;20981;3105905
31;Bela Vista de Minas;10269;3106002
31;Belmiro Braga;3422;3106101
31;Belo Horizonte;2530701;3106200
31;Belo Oriente;27277;3106309
31;Belo Vale;7723;3106408
31;Berilo;11813;3106507
31;Berizal;4792;3106655
31;Bertópolis;4609;3106606
31;Betim;450024;3106705
31;Bias Fortes;3282;3106804
31;Bicas;14612;3106903
31;Biquinhas;2482;3107000
31;Boa Esperança;40308;3107109
31;Bocaina de Minas;5088;3107208
31;Bocaiúva;50521;3107307
31;Bom Despacho;51436;3107406
31;Bom Jardim de Minas;6444;3107505
31;Bom Jesus da Penha;4270;3107604
31;Bom Jesus do Amparo;6182;3107703
31;Bom Jesus do Galho;14792;3107802
31;Bom Repouso;10527;3107901
31;Bom Sucesso;17612;3108008
31;Bonfim;6852;3108107
31;Bonfinópolis de Minas;5397;3108206
31;Bonito de Minas;11502;3108255
31;Borda da Mata;19809;3108305
31;Botelhos;14927;3108404
31;Botumirim;6259;3108503
31;Brás Pires;4255;3108701
31;Brasilândia de Minas;16950;3108552
31;Brasília de Minas;32460;3108602
31;Braúnas;4737;3108800
31;Brazópolis;14364;3108909
31;Brumadinho;41208;3109006
31;Bueno Brandão;10982;3109105
31;Buenópolis;10342;3109204
31;Bugre;3984;3109253
31;Buritis;25179;3109303
31;Buritizeiro;28184;3109402
31;Cabeceira Grande;7025;3109451
31;Cabo Verde;14074;3109501
31;Cachoeira da Prata;3580;3109600
31;Cachoeira de Minas;11609;3109709
31;Cachoeira de Pajeú;9470;3102704
31;Cachoeira Dourada;2720;3109808
31;Caetanópolis;11869;3109907
31;Caeté;45364;3110004
31;Caiana;5584;3110103
31;Cajuri;3961;3110202
31;Caldas;14600;3110301
31;Camacho;2839;3110400
31;Camanducaia;21831;3110509
31;Cambuí;30068;3110608
31;Cambuquira;12810;3110707
31;Campanário;3739;3110806
31;Campanha;16855;3110905
31;Campestre;21052;3111002
31;Campina Verde;19759;3111101
31;Campo Azul;3830;3111150
31;Campo Belo;54338;3111200
31;Campo do Meio;11648;3111309
31;Campo Florido;8383;3111408
31;Campos Altos;15661;3111507
31;Campos Gerais;28908;3111606
31;Cana Verde;5585;3111903
31;Canaã;4533;3111705
31;Canápolis;12251;3111804
31;Candeias;14890;3112000
31;Cantagalo;4575;3112059
31;Caparaó;5464;3112109
31;Capela Nova;4616;3112208
31;Capelinha;38321;3112307
31;Capetinga;6860;3112406
31;Capim Branco;9896;3112505
31;Capinópolis;16294;3112604
31;Capitão Andrade;5559;3112653
31;Capitão Enéas;15388;3112703
31;Capitólio;8693;3112802
31;Caputira;9318;3112901
31;Caraí;23872;3113008
31;Caranaíba;3150;3113107
31;Carandaí;25831;3113206
31;Carangola;33022;3113305
31;Caratinga;93124;3113404
31;Carbonita;9423;3113503
31;Careaçu;6826;3113602
31;Carlos Chagas;18516;3113701
31;Carmésia;2660;3113800
31;Carmo da Cachoeira;12193;3113909
31;Carmo da Mata;11546;3114006
31;Carmo de Minas;15031;3114105
31;Carmo do Cajuru;22900;3114204
31;Carmo do Paranaíba;30339;3114303
31;Carmo do Rio Claro;21310;3114402
31;Carmópolis de Minas;19756;3114501
31;Carneirinho;10103;3114550
31;Carrancas;4052;3114600
31;Carvalhópolis;3614;3114709
31;Carvalhos;4445;3114808
31;Casa Grande;2251;3114907
31;Cascalho Rico;3108;3115003
31;Cássia;17741;3115102
31;Cataguases;75942;3115300
31;Catas Altas;5465;3115359
31;Catas Altas da Noruega;3665;3115409
31;Catuji;6206;3115458
31;Catuti;4944;3115474
31;Caxambu;21566;3115508
31;Cedro do Abaeté;1150;3115607
31;Central de Minas;7059;3115706
31;Centralina;10343;3115805
31;Chácara;3216;3115904
31;Chalé;5695;3116001
31;Chapada do Norte;15334;3116100
31;Chapada Gaúcha;14217;3116159
31;Chiador;2657;3116209
31;Cipotânea;6811;3116308
31;Claraval;4873;3116407
31;Claro dos Poções;7478;3116506
31;Cláudio;29093;3116605
31;Coimbra;7631;3116704
31;Coluna;8810;3116803
31;Comendador Gomes;3128;3116902
31;Comercinho;6624;3117009
31;Conceição da Aparecida;10351;3117108
31;Conceição da Barra de Minas;3939;3115201
31;Conceição das Alagoas;28782;3117306
31;Conceição das Pedras;2814;3117207
31;Conceição de Ipanema;4581;3117405
31;Conceição do Mato Dentro;17438;3117504
31;Conceição do Pará;5558;3117603
31;Conceição do Rio Verde;13729;3117702
31;Conceição dos Ouros;11852;3117801
31;Cônego Marinho;7730;3117836
31;Confins;6867;3117876
31;Congonhal;12209;3117900
31;Congonhas;55836;3118007
31;Congonhas do Norte;5047;3118106
31;Conquista;6997;3118205
31;Conselheiro Lafaiete;130584;3118304
31;Conselheiro Pena;22975;3118403
31;Consolação;1786;3118502
31;Contagem;673849;3118601
31;Coqueiral;9099;3118700
31;Coração de Jesus;26620;3118809
31;Cordisburgo;8903;3118908
31;Cordislândia;3546;3119005
31;Corinto;23607;3119104
31;Coroaci;9897;3119203
31;Coromandel;27958;3119302
31;Coronel Fabriciano;110709;3119401
31;Coronel Murta;9209;3119500
31;Coronel Pacheco;3095;3119609
31;Coronel Xavier Chaves;3448;3119708
31;Córrego Danta;3168;3119807
31;Córrego do Bom Jesus;3685;3119906
31;Córrego Fundo;6425;3119955
31;Córrego Novo;2688;3120003
31;Couto de Magalhães de Minas;4436;3120102
31;Crisólita;6814;3120151
31;Cristais;13060;3120201
31;Cristália;5992;3120300
31;Cristiano Otoni;5161;3120409
31;Cristina;10211;3120508
31;Crucilândia;5072;3120607
31;Cruzeiro da Fortaleza;3651;3120706
31;Cruzília;15529;3120805
31;Cuparaque;5026;3120839
31;Curral de Dentro;7867;3120870
31;Curvelo;81085;3120904
31;Datas;5431;3121001
31;Delfim Moreira;8007;3121100
31;Delfinópolis;7146;3121209
31;Delta;10994;3121258
31;Descoberto;5044;3121308
31;Desterro de Entre Rios;7266;3121407
31;Desterro do Melo;2867;3121506
31;Diamantina;47924;3121605
31;Diogo de Vasconcelos;3779;3121704
31;Dionísio;7493;3121803
31;Divinésia;3430;3121902
31;Divino;20020;3122009
31;Divino das Laranjeiras;4969;3122108
31;Divinolândia de Minas;7655;3122207
31;Divinópolis;242505;3122306
31;Divisa Alegre;6946;3122355
31;Divisa Nova;6039;3122405
31;Divisópolis;11396;3122454
31;Dom Bosco;3635;3122470
31;Dom Cavati;5025;3122504
31;Dom Joaquim;4436;3122603
31;Dom Silvério;5227;3122702
31;Dom Viçoso;2992;3122801
31;Dona Euzébia;6664;3122900
31;Dores de Campos;10291;3123007
31;Dores de Guanhães;5139;3123106
31;Dores do Indaiá;13373;3123205
31;Dores do Turvo;4202;3123304
31;Doresópolis;1539;3123403
31;Douradoquara;1915;3123502
31;Durandé;7898;3123528
31;Elói Mendes;28556;3123601
31;Engenheiro Caldas;11268;3123700
31;Engenheiro Navarro;7240;3123809
31;Entre Folhas;5383;3123858
31;Entre Rios de Minas;15458;3123908
31;Ervália;19019;3124005
31;Esmeraldas;72512;3124104
31;Espera Feliz;25287;3124203
31;Espinosa;31603;3124302
31;Espírito Santo do Dourado;4728;3124401
31;Estiva;11416;3124500
31;Estrela Dalva;2308;3124609
31;Estrela do Indaiá;3483;3124708
31;Estrela do Sul;8057;3124807
31;Eugenópolis;11383;3124906
31;Ewbank da Câmara;3932;3125002
31;Extrema;37649;3125101
31;Fama;2374;3125200
31;Faria Lemos;3202;3125309
31;Felício dos Santos;4656;3125408
31;Felisburgo;7548;3125606
31;Felixlândia;15528;3125705
31;Fernandes Tourinho;3500;3125804
31;Ferros;9576;3125903
31;Fervedouro;11100;3125952
31;Florestal;7602;3126000
31;Formiga;67956;3126109
31;Formoso;9810;3126208
31;Fortaleza de Minas;4460;3126307
31;Fortuna de Minas;2986;3126406
31;Francisco Badaró;10311;3126505
31;Francisco Dumont;5268;3126604
31;Francisco Sá;26459;3126703
31;Franciscópolis;5287;3126752
31;Frei Gaspar;5858;3126802
31;Frei Inocêncio;9716;3126901
31;Frei Lagonegro;3496;3126950
31;Fronteira;18866;3127008
31;Fronteira dos Vales;4542;3127057
31;Fruta de Leite;5232;3127073
31;Frutal;60508;3127107
31;Funilândia;4434;3127206
31;Galiléia;6764;3127305
31;Gameleiras;5084;3127339
31;Glaucilândia;3177;3127354
31;Goiabeira;3402;3127370
31;Goianá;4014;3127388
31;Gonçalves;4360;3127404
31;Gonzaga;6184;3127503
31;Gouveia;11811;3127602
31;Governador Valadares;282164;3127701
31;Grão Mogol;15943;3127800
31;Grupiara;1386;3127909
31;Guanhães;34818;3128006
31;Guapé;14269;3128105
31;Guaraciaba;10307;3128204
31;Guaraciama;5005;3128253
31;Guaranésia;19014;3128303
31;Guarani;8926;3128402
31;Guarará;3755;3128501
31;Guarda-Mor;6558;3128600
31;Guaxupé;52234;3128709
31;Guidoval;7026;3128808
31;Guimarânia;8168;3128907
31;Guiricema;8296;3129004
31;Gurinhatã;5516;3129103
31;Heliodora;6623;3129202
31;Iapu;11085;3129301
31;Ibertioga;4999;3129400
31;Ibiá;25511;3129509
31;Ibiaí;8478;3129608
31;Ibiracatu;5340;3129657
31;Ibiraci;14128;3129707
31;Ibirité;184030;3129806
31;Ibitiúra de Minas;3497;3129905
31;Ibituruna;3003;3130002
31;Icaraí de Minas;12200;3130051
31;Igarapé;44561;3130101
31;Igaratinga;11146;3130200
31;Iguatama;7901;3130309
31;Ijaci;6667;3130408
31;Ilicínea;12511;3130507
31;Imbé de Minas;6976;3130556
31;Inconfidentes;7387;3130606
31;Indaiabira;7328;3130655
31;Indianópolis;7009;3130705
31;Ingaí;2785;3130804
31;Inhapim;24020;3130903
31;Inhaúma;6352;3131000
31;Inimutaba;7605;3131109
31;Ipaba;18926;3131158
31;Ipanema;20133;3131208
31;Ipatinga;267333;3131307
31;Ipiaçu;4229;3131406
31;Ipuiúna;10156;3131505
31;Iraí de Minas;7067;3131604
31;Itabira;121717;3131703
31;Itabirinha;11637;3131802
31;Itabirito;52996;3131901
31;Itacambira;5447;3132008
31;Itacarambi;18175;3132107
31;Itaguara;13510;3132206
31;Itaipé;12910;3132305
31;Itajubá;97782;3132404
31;Itamarandiba;35130;3132503
31;Itamarati de Minas;4395;3132602
31;Itambacuri;23207;3132701
31;Itambé do Mato Dentro;2032;3132800
31;Itamogi;10122;3132909
31;Itamonte;15844;3133006
31;Itanhandu;15511;3133105
31;Itanhomi;12259;3133204
31;Itaobim;20997;3133303
31;Itapagipe;15511;3133402
31;Itapecerica;21760;3133501
31;Itapeva;9976;3133600
31;Itatiaiuçu;11354;3133709
31;Itaú de Minas;16286;3133758
31;Itaúna;94455;3133808
31;Itaverava;5321;3133907
31;Itinga;15053;3134004
31;Itueta;6074;3134103
31;Ituiutaba;105818;3134202
31;Itumirim;5978;3134301
31;Iturama;40101;3134400
31;Itutinga;3749;3134509
31;Jaboticatubas;20683;3134608
31;Jacinto;12320;3134707
31;Jacuí;7695;3134806
31;Jacutinga;26538;3134905
31;Jaguaraçu;3151;3135001
31;Jaíba;39850;3135050
31;Jampruca;5453;3135076
31;Janaúba;72374;3135100
31;Januária;67958;3135209
31;Japaraíba;4418;3135308
31;Japonvar;7991;3135357
31;Jeceaba;4795;3135407
31;Jenipapo de Minas;7781;3135456
31;Jequeri;12246;3135506
31;Jequitaí;7407;3135605
31;Jequitibá;5203;3135704
31;Jequitinhonha;25555;3135803
31;Jesuânia;4774;3135902
31;Joaíma;15476;3136009
31;Joanésia;4382;3136108
31;João Monlevade;80903;3136207
31;João Pinheiro;47990;3136306
31;Joaquim Felício;4757;3136405
31;Jordânia;10872;3136504
31;José Gonçalves de Minas;4474;3136520
31;José Raydan;5104;3136553
31;Josenópolis;4911;3136579
31;Juatuba;27823;3136652
31;Juiz de Fora;577532;3136702
31;Juramento;4359;3136801
31;Juruaia;10795;3136900
31;Juvenília;5706;3136959
31;Ladainha;18272;3137007
31;Lagamar;7588;3137106
31;Lagoa da Prata;53236;3137205
31;Lagoa dos Patos;4062;3137304
31;Lagoa Dourada;13115;3137403
31;Lagoa Formosa;18168;3137502
31;Lagoa Grande;9681;3137536
31;Lagoa Santa;66744;3137601
31;Lajinha;19914;3137700
31;Lambari;20995;3137809
31;Lamim;3366;3137908
31;Laranjal;6856;3138005
31;Lassance;6494;3138104
31;Lavras;105756;3138203
31;Leandro Ferreira;3222;3138302
31;Leme do Prado;4923;3138351
31;Leopoldina;52690;3138401
31;Liberdade;4994;3138500
31;Lima Duarte;16749;3138609
31;Limeira do Oeste;7640;3138625
31;Lontra;9766;3138658
31;Luisburgo;6249;3138674
31;Luislândia;6735;3138682
31;Luminárias;5431;3138708
31;Luz;18297;3138807
31;Machacalis;7112;3138906
31;Machado;42682;3139003
31;Madre de Deus de Minas;5119;3139102
31;Malacacheta;18556;3139201
31;Mamonas;6565;3139250
31;Manga;18051;3139300
31;Manhuaçu;92074;3139409
31;Manhumirim;22894;3139508
31;Mantena;27651;3139607
31;Mar de Espanha;12985;3139805
31;Maravilhas;8113;3139706
31;Maria da Fé;14019;3139904
31;Mariana;61830;3140001
31;Marilac;4079;3140100
31;Mário Campos;15814;3140159
31;Maripá de Minas;3000;3140209
31;Marliéria;4030;3140308
31;Marmelópolis;2701;3140407
31;Martinho Campos;13497;3140506
31;Martins Soares;8640;3140530
31;Mata Verde;8700;3140555
31;Materlândia;4415;3140605
31;Mateus Leme;31631;3140704
31;Mathias Lobato;3157;3171501
31;Matias Barbosa;14626;3140803
31;Matias Cardoso;11360;3140852
31;Matipó;19098;3140902
31;Mato Verde;12367;3141009
31;Matozinhos;38469;3141108
31;Matutina;3733;3141207
31;Medeiros;3861;3141306
31;Medina;20701;3141405
31;Mendes Pimentel;6446;3141504
31;Mercês;10775;3141603
31;Mesquita;5489;3141702
31;Minas Novas;31509;3141801
31;Minduri;3891;3141900
31;Mirabela;13651;3142007
31;Miradouro;10818;3142106
31;Miraí;15205;3142205
31;Miravânia;4939;3142254
31;Moeda;4948;3142304
31;Moema;7589;3142403
31;Monjolos;2184;3142502
31;Monsenhor Paulo;8764;3142601
31;Montalvânia;14621;3142700
31;Monte Alegre de Minas;21349;3142809
31;Monte Azul;20544;3142908
31;Monte Belo;13139;3143005
31;Monte Carmelo;48049;3143104
31;Monte Formoso;4939;3143153
31;Monte Santo de Minas;21504;3143203
31;Monte Sião;24247;3143401
31;Montes Claros;417478;3143302
31;Montezuma;8379;3143450
31;Morada Nova de Minas;8955;3143500
31;Morro da Garça;2413;3143609
31;Morro do Pilar;3126;3143708
31;Munhoz;5960;3143807
31;Muriaé;109997;3143906
31;Mutum;26945;3144003
31;Muzambinho;20522;3144102
31;Nacip Raydan;3221;3144201
31;Nanuque;40583;3144300
31;Naque;7104;3144359
31;Natalândia;3306;3144375
31;Natércia;4727;3144409
31;Nazareno;8710;3144508
31;Nepomuceno;26882;3144607
31;Ninheira;10355;3144656
31;Nova Belém;3067;3144672
31;Nova Era;17524;3144706
31;Nova Lima;97378;3144805
31;Nova Módica;3548;3144904
31;Nova Ponte;16046;3145000
31;Nova Porteirinha;7493;3145059
31;Nova Resende;16937;3145109
31;Nova Serrana;108241;3145208
31;Nova União;5739;3136603
31;Novo Cruzeiro;31339;3145307
31;Novo Oriente de Minas;10800;3145356
31;Novorizonte;5348;3145372
31;Olaria;1694;3145406
31;Olhos-d'Água;6243;3145455
31;Olímpio Noronha;2829;3145505
31;Oliveira;41987;3145604
31;Oliveira Fortes;2128;3145703
31;Onça de Pitangui;3155;3145802
31;Oratórios;4671;3145851
31;Orizânia;8138;3145877
31;Ouro Branco;40220;3145901
31;Ouro Fino;33938;3146008
31;Ouro Preto;74824;3146107
31;Ouro Verde de Minas;5895;3146206
31;Padre Carvalho;6466;3146255
31;Padre Paraíso;20346;3146305
31;Pai Pedro;6098;3146552
31;Paineiras;4440;3146404
31;Pains;8308;3146503
31;Paiva;1517;3146602
31;Palma;6606;3146701
31;Palmópolis;5196;3146750
31;Papagaios;15922;3146909
31;Pará de Minas;95616;3147105
31;Paracatu;94539;3147006
31;Paraguaçu;21693;3147204
31;Paraisópolis;21353;3147303
31;Paraopeba;24854;3147402
31;Passa Quatro;16439;3147600
31;Passa Tempo;8031;3147709
31;Passa Vinte;2024;3147808
31;Passabém;1619;3147501
31;Passos;115970;3147907
31;Patis;6031;3147956
31;Patos de Minas;154641;3148004
31;Patrocínio;92116;3148103
31;Patrocínio do Muriaé;5744;3148202
31;Paula Cândido;9597;3148301
31;Paulistas;4794;3148400
31;Pavão;8390;3148509
31;Peçanha;17534;3148608
31;Pedra Azul;24333;3148707
31;Pedra Bonita;7157;3148756
31;Pedra do Anta;2960;3148806
31;Pedra do Indaiá;3977;3148905
31;Pedra Dourada;2559;3149002
31;Pedralva;11098;3149101
31;Pedras de Maria da Cruz;12313;3149150
31;Pedrinópolis;3651;3149200
31;Pedro Leopoldo;65149;3149309
31;Pedro Teixeira;1804;3149408
31;Pequeri;3340;3149507
31;Pequi;4457;3149606
31;Perdigão;11994;3149705
31;Perdizes;16469;3149804
31;Perdões;21577;3149903
31;Periquito;6738;3149952
31;Pescador;4261;3150000
31;Piau;2719;3150109
31;Piedade de Caratinga;8832;3150158
31;Piedade de Ponte Nova;4141;3150208
31;Piedade do Rio Grande;4436;3150307
31;Piedade dos Gerais;5034;3150406
31;Pimenta;8715;3150505
31;Pingo-d'Água;5029;3150539
31;Pintópolis;7540;3150570
31;Piracema;6386;3150604
31;Pirajuba;6491;3150703
31;Piranga;17641;3150802
31;Piranguçu;5504;3150901
31;Piranguinho;8683;3151008
31;Pirapetinga;10791;3151107
31;Pirapora;56845;3151206
31;Piraúba;10732;3151305
31;Pitangui;28433;3151404
31;Piumhi;35137;3151503
31;Planura;12445;3151602
31;Poço Fundo;16900;3151701
31;Poços de Caldas;169838;3151800
31;Pocrane;8288;3151909
31;Pompéu;32248;3152006
31;Ponte Nova;60003;3152105
31;Ponto Chique;4305;3152131
31;Ponto dos Volantes;12235;3152170
31;Porteirinha;37823;3152204
31;Porto Firme;11414;3152303
31;Poté;16675;3152402
31;Pouso Alegre;154293;3152501
31;Pouso Alto;5862;3152600
31;Prados;9128;3152709
31;Prata;28173;3152808
31;Pratápolis;8530;3152907
31;Pratinha;3658;3153004
31;Presidente Bernardes;5315;3153103
31;Presidente Juscelino;3572;3153202
31;Presidente Kubitschek;3000;3153301
31;Presidente Olegário;19680;3153400
31;Prudente de Morais;10931;3153608
31;Quartel Geral;3603;3153707
31;Queluzito;1948;3153806
31;Raposos;16501;3153905
31;Raul Soares;23663;3154002
31;Recreio;10522;3154101
31;Reduto;7247;3154150
31;Resende Costa;11578;3154200
31;Resplendor;17396;3154309
31;Ressaquinha;4826;3154408
31;Riachinho;8132;3154457
31;Riacho dos Machados;9471;3154507
31;Ribeirão das Neves;341415;3154606
31;Ribeirão Vermelho;4061;3154705
31;Rio Acima;10524;3154804
31;Rio Casca;13384;3154903
31;Rio do Prado;5117;3155108
31;Rio Doce;2630;3155009
31;Rio Espera;5332;3155207
31;Rio Manso;5924;3155306
31;Rio Novo;8964;3155405
31;Rio Paranaíba;12356;3155504
31;Rio Pardo de Minas;31171;3155603
31;Rio Piracicaba;14325;3155702
31;Rio Pomba;18007;3155801
31;Rio Preto;5493;3155900
31;Rio Vermelho;12635;3156007
31;Ritápolis;4521;3156106
31;Rochedo de Minas;2335;3156205
31;Rodeiro;8333;3156304
31;Romaria;3507;3156403
31;Rosário da Limeira;4648;3156452
31;Rubelita;5609;3156502
31;Rubim;10269;3156601
31;Sabará;137877;3156700
31;Sabinópolis;15364;3156809
31;Sacramento;26556;3156908
31;Salinas;41864;3157005
31;Salto da Divisa;7014;3157104
31;Santa Bárbara;31873;3157203
31;Santa Bárbara do Leste;8212;3157252
31;Santa Bárbara do Monte Verde;3212;3157278
31;Santa Bárbara do Tugúrio;4385;3157302
31;Santa Cruz de Minas;8723;3157336
31;Santa Cruz de Salinas;4074;3157377
31;Santa Cruz do Escalvado;4693;3157401
31;Santa Efigênia de Minas;4354;3157500
31;Santa Fé de Minas;3806;3157609
31;Santa Helena de Minas;6406;3157658
31;Santa Juliana;14497;3157708
31;Santa Luzia;221705;3157807
31;Santa Margarida;16393;3157906
31;Santa Maria de Itabira;10867;3158003
31;Santa Maria do Salto;5203;3158102
31;Santa Maria do Suaçuí;14607;3158201
31;Santa Rita de Caldas;8900;3159209
31;Santa Rita de Ibitipoca;3380;3159407
31;Santa Rita de Jacutinga;4843;3159308
31;Santa Rita de Minas;7322;3159357
31;Santa Rita do Itueto;5426;3159506
31;Santa Rita do Sapucaí;44226;3159605
31;Santa Rosa da Serra;3364;3159704
31;Santa Vitória;19997;3159803
31;Santana da Vargem;7047;3158300
31;Santana de Cataguases;3909;3158409
31;Santana de Pirapama;7538;3158508
31;Santana do Deserto;3985;3158607
31;Santana do Garambéu;2494;3158706
31;Santana do Jacaré;4847;3158805
31;Santana do Manhuaçu;8660;3158904
31;Santana do Paraíso;36048;3158953
31;Santana do Riacho;4334;3159001
31;Santana dos Montes;3753;3159100
31;Santo Antônio do Amparo;18697;3159902
31;Santo Antônio do Aventureiro;3602;3160009
31;Santo Antônio do Grama;3861;3160108
31;Santo Antônio do Itambé;3763;3160207
31;Santo Antônio do Jacinto;11570;3160306
31;Santo Antônio do Monte;28603;3160405
31;Santo Antônio do Retiro;7316;3160454
31;Santo Antônio do Rio Abaixo;1756;3160504
31;Santo Hipólito;3044;3160603
31;Santos Dumont;46357;3160702
31;São Bento Abade;5411;3160801
31;São Brás do Suaçuí;3770;3160900
31;São Domingos das Dores;5672;3160959
31;São Domingos do Prata;17296;3161007
31;São Félix de Minas;3354;3161056
31;São Francisco;56625;3161106
31;São Francisco de Paula;6512;3161205
31;São Francisco de Sales;6309;3161304
31;São Francisco do Glória;4758;3161403
31;São Geraldo;12751;3161502
31;São Geraldo da Piedade;3860;3161601
31;São Geraldo do Baixio;4104;3161650
31;São Gonçalo do Abaeté;8527;3161700
31;São Gonçalo do Pará;12776;3161809
31;São Gonçalo do Rio Abaixo;11114;3161908
31;São Gonçalo do Rio Preto;3178;3125507
31;São Gonçalo do Sapucaí;25670;3162005
31;São Gotardo;36084;3162104
31;São João Batista do Glória;7541;3162203
31;São João da Lagoa;4949;3162252
31;São João da Mata;2743;3162302
31;São João da Ponte;25033;3162401
31;São João das Missões;13232;3162450
31;São João del Rei;90897;3162500
31;São João do Manhuaçu;11785;3162559
31;São João do Manteninha;5975;3162575
31;São João do Oriente;7393;3162609
31;São João do Pacuí;4476;3162658
31;São João do Paraíso;23797;3162708
31;São João Evangelista;15761;3162807
31;São João Nepomuceno;26530;3162906
31;São Joaquim de Bicas;32696;3162922
31;São José da Barra;7532;3162948
31;São José da Lapa;24490;3162955
31;São José da Safira;4291;3163003
31;São José da Varginha;5151;3163102
31;São José do Alegre;4222;3163201
31;São José do Divino;3851;3163300
31;São José do Goiabal;5356;3163409
31;São José do Jacuri;6409;3163508
31;São José do Mantimento;2821;3163607
31;São Lourenço;46539;3163706
31;São Miguel do Anta;6949;3163805
31;São Pedro da União;4563;3163904
31;São Pedro do Suaçuí;5160;3164100
31;São Pedro dos Ferros;7634;3164001
31;São Romão;12713;3164209
31;São Roque de Minas;7100;3164308
31;São Sebastião da Bela Vista;5598;3164407
31;São Sebastião da Vargem Alegre;3039;3164431
31;São Sebastião do Anta;6697;3164472
31;São Sebastião do Maranhão;9884;3164506
31;São Sebastião do Oeste;6948;3164605
31;São Sebastião do Paraíso;71915;3164704
31;São Sebastião do Rio Preto;1478;3164803
31;São Sebastião do Rio Verde;2259;3164902
31;São Tiago;10979;3165008
31;São Tomás de Aquino;6980;3165107
31;São Tomé das Letras;7151;3165206
31;São Vicente de Minas;7876;3165305
31;Sapucaí-Mirim;7045;3165404
31;Sardoá;6421;3165503
31;Sarzedo;34050;3165537
31;Sem-Peixe;2579;3165560
31;Senador Amaral;5365;3165578
31;Senador Cortes;2001;3165602
31;Senador Firmino;7902;3165701
31;Senador José Bento;1422;3165800
31;Senador Modestino Gonçalves;4056;3165909
31;Senhora de Oliveira;5786;3166006
31;Senhora do Porto;3516;3166105
31;Senhora dos Remédios;10474;3166204
31;Sericita;7340;3166303
31;Seritinga;1857;3166402
31;Serra Azul de Minas;4292;3166501
31;Serra da Saudade;771;3166600
31;Serra do Salitre;11750;3166808
31;Serra dos Aimorés;8725;3166709
31;Serrania;7667;3166907
31;Serranópolis de Minas;4836;3166956
31;Serranos;1949;3167004
31;Serro;20915;3167103
31;Sete Lagoas;243950;3167202
31;Setubinha;12493;3165552
31;Silveirânia;2267;3167301
31;Silvianópolis;6258;3167400
31;Simão Pereira;2621;3167509
31;Simonésia;19834;3167608
31;Sobrália;5476;3167707
31;Soledade de Minas;6226;3167806
31;Tabuleiro;3669;3167905
31;Taiobeiras;34653;3168002
31;Taparuba;3093;3168051
31;Tapira;4890;3168101
31;Tapiraí;1869;3168200
31;Taquaraçu de Minas;4120;3168309
31;Tarumirim;14280;3168408
31;Teixeiras;11680;3168507
31;Teófilo Otoni;141269;3168606
31;Timóteo;91268;3168705
31;Tiradentes;8160;3168804
31;Tiros;6369;3168903
31;Tocantins;16769;3169000
31;Tocos do Moji;4117;3169059
31;Toledo;6336;3169109
31;Tombos;7683;3169208
31;Três Corações;80561;3169307
31;Três Marias;33062;3169356
31;Três Pontas;57127;3169406
31;Tumiritinga;6797;3169505
31;Tupaciguara;25466;3169604
31;Turmalina;20280;3169703
31;Turvolândia;5099;3169802
31;Ubá;117995;3169901
31;Ubaí;12661;3170008
31;Ubaporanga;12514;3170057
31;Uberaba;340277;3170107
31;Uberlândia;706597;3170206
31;Umburatiba;2582;3170305
31;Unaí;85461;3170404
31;União de Minas;4265;3170438
31;Uruana de Minas;3256;3170479
31;Urucânia;10333;3170503
31;Urucuia;17470;3170529
31;Vargem Alegre;6460;3170578
31;Vargem Bonita;2143;3170602
31;Vargem Grande do Rio Pardo;5045;3170651
31;Varginha;137608;3170701
31;Varjão de Minas;7235;3170750
31;Várzea da Palma;40101;3170800
31;Varzelândia;19290;3170909
31;Vazante;20692;3171006
31;Verdelândia;9527;3171030
31;Veredinha;5733;3171071
31;Veríssimo;4090;3171105
31;Vermelho Novo;4852;3171154
31;Vespasiano;131849;3171204
31;Viçosa;79910;3171303
31;Vieiras;3570;3171402
31;Virgem da Lapa;13729;3171600
31;Virgínia;8652;3171709
31;Virginópolis;10459;3171808
31;Virgolândia;5303;3171907
31;Visconde do Rio Branco;43351;3172004
31;Volta Grande;5270;3172103
31;Wenceslau Braz;2543;3172202
32;Afonso Cláudio;30326;3200102
32;Água Doce do Norte;10801;3200169
32;Águia Branca;9621;3200136
32;Alegre;29869;3200201
32;Alfredo Chaves;14670;3200300
32;Alto Rio Novo;7911;3200359
32;Anchieta;30285;3200409
32;Apiacá;7542;3200508
32;Aracruz;104942;3200607
32;Atílio Vivácqua;12270;3200706
32;Baixo Guandu;31263;3200805
32;Barra de São Francisco;45301;3200904
32;Boa Esperança;15146;3201001
32;Bom Jesus do Norte;9988;3201100
32;Brejetuba;12450;3201159
