COD UF;NOME DO MUNICÍPIO;POPULAÇÃO ESTIMADA;CÓDIGO IBGE 
25;São Miguel de Taipu;7450;2515005
25;São Sebastião de Lagoa de Roça;11793;2515104
25;São Sebastião do Umbuzeiro;3534;2515203
25;São Vicente do Seridó;10919;2515401
25;Sapé;52977;2515302
25;Serra Branca;13807;2515500
25;Serra da Raiz;3114;2515609
25;Serra Grande;2921;2515708
25;Serra Redonda;7001;2515807
25;Serraria;6037;2515906
25;Sertãozinho;5152;2515930
25;Sobrado;7845;2515971
25;Solânea;26051;2516003
25;Soledade;15211;2516102
25;Sossêgo;3631;2516151
25;Sousa;69997;2516201
25;Sumé;17096;2516300
25;Tacima;11024;2516409
25;Taperoá;15505;2516508
25;Tavares;14791;2516607
25;Teixeira;15333;2516706
25;Tenório;3103;2516755
25;Triunfo;9473;2516805
25;Uiraúna;15356;2516904
25;Umbuzeiro;9914;2517001
25;Várzea;2870;2517100
25;Vieirópolis;5395;2517209
25;Vista Serrana;3850;2505501
25;Zabelê;2269;2517407
26;Abreu e Lima;100698;2600054
26;Afogados da Ingazeira;37546;2600104
26;Afrânio;19981;2600203
26;Agrestina;25240;2600302
26;Água Preta;37386;2600401
26;Águas Belas;43923;2600500
26;Alagoinha;14798;2600609
26;Aliança;38408;2600708
26;Altinho;22996;2600807
26;Amaraji;22910;2600906
26;Angelim;11301;2601003
26;Araçoiaba;20936;2601052
26;Araripina;85301;2601102
26;Arcoverde;75295;2601201
26;Barra de Guabiraba;14632;2601300
26;Barreiros;42866;2601409
26;Belém de Maria;12169;2601508
26;Belém do São Francisco;20730;2601607
26;Belo Jardim;76930;2601706
26;Betânia;12811;2601805
26;Bezerros;60960;2601904
26;Bodocó;38605;2602001
26;Bom Conselho;48975;2602100
26;Bom Jardim;40038;2602209
26;Bonito;38101;2602308
26;Brejão;8981;2602407
26;Brejinho;7489;2602506
26;Brejo da Madre de Deus;51696;2602605
26;Buenos Aires;13224;2602704
26;Buíque;59448;2602803
26;Cabo de Santo Agostinho;210796;2602902
26;Cabrobó;34778;2603009
26;Cachoeirinha;20618;2603108
26;Caetés;29065;2603207
26;Calçado;10983;2603306
26;Calumbi;5744;2603405
26;Camaragibe;159945;2603454
26;Camocim de São Félix;19032;2603504
26;Camutanga;8592;2603603
26;Canhotinho;24743;2603702
26;Capoeiras;20048;2603801
26;Carnaíba;19666;2603900
26;Carnaubeira da Penha;13117;2603926
26;Carpina;85131;2604007
26;Caruaru;369343;2604106
26;Casinhas;14395;2604155
26;Catende;43778;2604205
26;Cedro;11972;2604304
26;Chã de Alegria;13641;2604403
26;Chã Grande;21929;2604502
26;Condado;26755;2604601
26;Correntes;18327;2604700
26;Cortês;12543;2604809
26;Cumaru;9494;2604908
26;Cupira;24237;2605004
26;Custódia;37633;2605103
26;Dormentes;19246;2605152
26;Escada;69701;2605202
26;Exu;31709;2605301
26;Feira Nova;22360;2605400
26;Fernando de Noronha;3140;2605459
26;Ferreiros;12216;2605509
26;Flores;22612;2605608
26;Floresta;33488;2605707
26;Frei Miguelinho;15633;2605806
26;Gameleira;31578;2605905
26;Garanhuns;141347;2606002
26;Glória do Goitá;30847;2606101
26;Goiana;80345;2606200
26;Granito;7586;2606309
26;Gravatá;85309;2606408
26;Iati;19284;2606507
26;Ibimirim;29585;2606606
26;Ibirajuba;7773;2606705
26;Igarassu;119690;2606804
26;Iguaracy;12265;2606903
26;Ilha de Itamaracá;27076;2607604
26;Inajá;24034;2607000
26;Ingazeira;4537;2607109
26;Ipojuca;99101;2607208
26;Ipubi;31515;2607307
26;Itacuruba;5013;2607406
26;Itaíba;26268;2607505
26;Itambé;36495;2607653
26;Itapetim;13492;2607703
26;Itapissuma;27144;2607752
26;Itaquitinga;17056;2607802
26;Jaboatão dos Guararapes;711330;2607901
26;Jaqueira;11632;2607950
26;Jataúba;17305;2608008
26;Jatobá;14904;2608057
26;João Alfredo;33570;2608107
26;Joaquim Nabuco;15999;2608206
26;Jucati;11545;2608255
26;Jupi;15007;2608305
26;Jurema;15483;2608404
26;Lagoa de Itaenga;21490;2608503
26;Lagoa do Carro;18429;2608453
26;Lagoa do Ouro;13300;2608602
26;Lagoa dos Gatos;16345;2608701
26;Lagoa Grande;26090;2608750
26;Lajedo;40883;2608800
26;Limoeiro;56149;2608909
26;Macaparana;25565;2609006
26;Machados;16549;2609105
26;Manari;22110;2609154
26;Maraial;11098;2609204
26;Mirandiba;15548;2609303
26;Moreilândia;11269;2614303
26;Moreno;63792;2609402
26;Nazaré da Mata;32673;2609501
26;Olinda;393734;2609600
26;Orobó;23985;2609709
26;Orocó;15309;2609808
26;Ouricuri;70466;2609907
26;Palmares;63745;2610004
26;Palmeirina;7509;2610103
26;Panelas;26438;2610202
26;Paranatama;11608;2610301
26;Parnamirim;22198;2610400
26;Passira;28856;2610509
26;Paudalho;57346;2610608
26;Paulista;336919;2610707
26;Pedra;22716;2610806
26;Pesqueira;68067;2610905
26;Petrolândia;37246;2611002
26;Petrolina;359372;2611101
26;Poção;11308;2611200
26;Pombos;27204;2611309
26;Primavera;15231;2611408
26;Quipapá;26309;2611507
26;Quixaba;6796;2611533
26;Recife;1661017;2611606
26;Riacho das Almas;20744;2611705
26;Ribeirão;47813;2611804
26;Rio Formoso;23719;2611903
26;Sairé;9600;2612000
26;Salgadinho;11214;2612109
26;Salgueiro;61561;2612208
26;Saloá;15880;2612307
26;Sanharó;27308;2612406
26;Santa Cruz;15713;2612455
26;Santa Cruz da Baixa Verde;12708;2612471
26;Santa Cruz do Capibaribe;111812;2612505
26;Santa Filomena;14645;2612554
26;Santa Maria da Boa Vista;42266;2612604
26;Santa Maria do Cambucá;14308;2612703
26;Santa Terezinha;11914;2612802
26;São Benedito do Sul;16239;2612901
26;São Bento do Una;60567;2613008
26;São Caitano;37488;2613107
26;São João;23002;2613206
26;São Joaquim do Monte;21439;2613305
26;São José da Coroa Grande;21868;2613404
26;São José do Belmonte;34082;2613503
26;São José do Egito;34210;2613602
26;São Lourenço da Mata;114910;2613701
26;São Vicente Férrer;18150;2613800
26;Serra Talhada;87467;2613909
26;Serrita;19226;2614006
26;Sertânia;36189;2614105
26;Sirinhaém;46845;2614204
26;Solidão;6034;2614402
26;Surubim;66192;2614501
26;Tabira;28860;2614600
26;Tacaimbó;12843;2614709
26;Tacaratu;26439;2614808
26;Tamandaré;23852;2614857
26;Taquaritinga do Norte;29472;2615003
26;Terezinha;7227;2615102
26;Terra Nova;10314;2615201
26;Timbaúba;52587;2615300
26;Toritama;47088;2615409
26;Tracunhaém;13856;2615508
26;Trindade;31103;2615607
26;Triunfo;15232;2615706
26;Tupanatinga;27793;2615805
26;Tuparetama;8266;2615904
26;Venturosa;18835;2616001
26;Verdejante;9572;2616100
26;Vertente do Lério;7526;2616183
26;Vertentes;21172;2616209
26;Vicência;32897;2616308
26;Vitória de Santo Antão;140389;2616407
26;Xexéu;14789;2616506
27;Água Branca;20263;2700102
27;Anadia;17507;2700201
27;Arapiraca;234309;2700300
27;Atalaia;47540;2700409
27;Barra de Santo Antônio;16201;2700508
27;Barra de São Miguel;8434;2700607
27;Batalha;18440;2700706
27;Belém;4226;2700805
27;Belo Monte;6717;2700904
27;Boca da Mata;27429;2701001
27;Branquinha;10426;2701100
27;Cacimbinhas;10920;2701209
27;Cajueiro;21397;2701308
27;Campestre;6972;2701357
27;Campo Alegre;57997;2701407
27;Campo Grande;9576;2701506
27;Canapi;17715;2701605
27;Capela;16907;2701704
27;Carneiros;9568;2701803
27;Chã Preta;7311;2701902
27;Coité do Nóia;10594;2702009
27;Colônia Leopoldina;21935;2702108
27;Coqueiro Seco;5882;2702207
27;Coruripe;57647;2702306
27;Craíbas;24396;2702355
27;Delmiro Gouveia;52501;2702405
27;Dois Riachos;11059;2702504
27;Estrela de Alagoas;18304;2702553
27;Feira Grande;22192;2702603
27;Feliz Deserto;4803;2702702
27;Flexeiras;12823;2702801
27;Girau do Ponciano;41549;2702900
27;Ibateguara;15637;2703007
27;Igaci;25596;2703106
27;Igreja Nova;24670;2703205
27;Inhapi;18398;2703304
27;Jacaré dos Homens;5185;2703403
27;Jacuípe;6992;2703502
27;Japaratinga;8444;2703601
27;Jaramataia;5751;2703700
27;Jequiá da Praia;11495;2703759
27;Joaquim Gomes;24167;2703809
27;Jundiá;4119;2703908
27;Junqueiro;24716;2704005
27;Lagoa da Canoa;17692;2704104
27;Limoeiro de Anadia;28904;2704203
27;Maceió;1031597;2704302
27;Major Isidoro;19923;2704401
27;Mar Vermelho;3474;2704906
27;Maragogi;33351;2704500
27;Maravilha;8850;2704609
27;Marechal Deodoro;52848;2704708
27;Maribondo;13123;2704807
27;Mata Grande;25200;2705002
27;Matriz de Camaragibe;24627;2705101
27;Messias;18201;2705200
27;Minador do Negrão;5315;2705309
27;Monteirópolis;7171;2705408
27;Murici;28428;2705507
27;Novo Lino;12837;2705606
27;Olho d'Água das Flores;21690;2705705
27;Olho d'Água do Casado;9507;2705804
27;Olho d'Água Grande;5133;2705903
27;Olivença;11681;2706000
27;Ouro Branco;11573;2706109
27;Palestina;5061;2706208
27;Palmeira dos Índios;73452;2706307
27;Pão de Açúcar;24307;2706406
27;Pariconha;10546;2706422
27;Paripueira;13484;2706448
27;Passo de Camaragibe;15270;2706505
27;Paulo Jacinto;7556;2706604
27;Penedo;64005;2706703
27;Piaçabuçu;17868;2706802
27;Pilar;35310;2706901
27;Pindoba;2903;2707008
27;Piranhas;25324;2707107
27;Poço das Trincheiras;14447;2707206
27;Porto Calvo;27331;2707305
27;Porto de Pedras;7618;2707404
27;Porto Real do Colégio;20158;2707503
27;Quebrangulo;11202;2707602
27;Rio Largo;75662;2707701
27;Roteiro;6634;2707800
27;Santa Luzia do Norte;7344;2707909
27;Santana do Ipanema;47910;2708006
27;Santana do Mundaú;10637;2708105
27;São Brás;6977;2708204
27;São José da Laje;24064;2708303
27;São José da Tapera;32462;2708402
27;São Luís do Quitunde;34825;2708501
27;São Miguel dos Campos;62328;2708600
27;São Miguel dos Milagres;8073;2708709
27;São Sebastião;34424;2708808
27;Satuba;14042;2708907
27;Senador Rui Palmeira;13893;2708956
27;Tanque d'Arca;6115;2709004
27;Taquarana;20162;2709103
27;Teotônio Vilela;44570;2709152
27;Traipu;27934;2709202
27;União dos Palmares;65963;2709301
27;Viçosa;25655;2709400
28;Amparo do São Francisco;2386;2800100
28;Aquidabã;21796;2800209
28;Aracaju;672614;2800308
28;Arauá;9840;2800407
28;Areia Branca;18825;2800506
28;Barra dos Coqueiros;31439;2800605
28;Boquim;26980;2800670
28;Brejo Grande;8396;2800704
28;Campo do Brito;18325;2801009
28;Canhoba;4003;2801108
28;Canindé de São Francisco;30894;2801207
28;Capela;34808;2801306
28;Carira;22393;2801405
28;Carmópolis;17232;2801504
28;Cedro de São João;5929;2801603
28;Cristinápolis;18181;2801702
28;Cumbe;4008;2801900
28;Divina Pastora;5290;2802007
28;Estância;69919;2802106
28;Feira Nova;5617;2802205
28;Frei Paulo;15688;2802304
28;Gararu;11599;2802403
28;General Maynard;3421;2802502
28;Gracho Cardoso;5831;2802601
28;Ilha das Flores;8522;2802700
28;Indiaroba;18337;2802809
28;Itabaiana;96839;2802908
28;Itabaianinha;42399;2803005
28;Itabi;4869;2803104
28;Itaporanga d'Ajuda;35054;2803203
28;Japaratuba;19067;2803302
28;Japoatã;13422;2803401
28;Lagarto;106015;2803500
28;Laranjeiras;30327;2803609
28;Macambira;7002;2803708
28;Malhada dos Bois;3715;2803807
28;Malhador;12689;2803906
28;Maruim;17328;2804003
28;Moita Bonita;11361;2804102
28;Monte Alegre de Sergipe;15315;2804201
28;Muribeca;7653;2804300
28;Neópolis;18688;2804409
28;Nossa Senhora Aparecida;8822;2804458
28;Nossa Senhora da Glória;37715;2804508
28;Nossa Senhora das Dores;26957;2804607
28;Nossa Senhora de Lourdes;6509;2804706
28;Nossa Senhora do Socorro;187733;2804805
28;Pacatuba;14650;2804904
28;Pedra Mole;3309;2805000
28;Pedrinhas;9727;2805109
28;Pinhão;6678;2805208
28;Pirambu;9436;2805307
28;Poço Redondo;35461;2805406
28;Poço Verde;24003;2805505
28;Porto da Folha;28788;2805604
28;Propriá;29756;2805703
28;Riachão do Dantas;19813;2805802
28;Riachuelo;10354;2805901
28;Ribeirópolis;18891;2806008
28;Rosário do Catete;11158;2806107
28;Salgado;20051;2806206
28;Santa Luzia do Itanhy;14205;2806305
28;Santa Rosa de Lima;3933;2806503
28;Santana do São Francisco;7906;2806404
28;Santo Amaro das Brotas;12200;2806602
28;São Cristóvão;92090;2806701
28;São Domingos;11276;2806800
28;São Francisco;3837;2806909
28;São Miguel do Aleixo;3964;2807006
28;Simão Dias;40724;2807105
28;Siriri;9046;2807204
28;Telha;3271;2807303
28;Tobias Barreto;52861;2807402
28;Tomar do Geru;13534;2807501
28;Umbaúba;25800;2807600
29;Abaíra;8681;2900108
29;Abaré;20594;2900207
29;Acajutiba;15214;2900306
29;Adustina;17209;2900355
29;Água Fria;17096;2900405
29;Aiquara;4387;2900603
29;Alagoinhas;153023;2900702
29;Alcobaça;22509;2900801
29;Almadina;5273;2900900
29;Amargosa;37631;2901007
29;Amélia Rodrigues;24997;2901106
29;América Dourada;16086;2901155
29;Anagé;21229;2901205
29;Andaraí;13122;2901304
29;Andorinha;14416;2901353
29;Angical;13902;2901403
29;Anguera;11369;2901502
29;Antas;19659;2901601
29;Antônio Cardoso;11670;2901700
29;Antônio Gonçalves;11955;2901809
29;Aporá;17840;2901908
29;Apuarema;7274;2901957
29;Araçás;12237;2902054
29;Aracatu;12960;2902005
29;Araci;54903;2902104
29;Aramari;11519;2902203
29;Arataca;10904;2902252
29;Aratuípe;8848;2902302
29;Aurelino Leal;11079;2902401
29;Baianópolis;13979;2902500
29;Baixa Grande;20431;2902609
29;Banzaê;13251;2902658
29;Barra;54225;2902708
29;Barra da Estiva;20198;2902807
29;Barra do Choça;30831;2902906
29;Barra do Mendes;13128;2903003
29;Barra do Rocha;5515;2903102
29;Barreiras;158432;2903201
29;Barro Alto;15171;2903235
29;Barro Preto;5312;2903300
29;Barrocas;16225;2903276
29;Belmonte;23540;2903409
29;Belo Campo;17013;2903508
29;Biritinga;15989;2903607
29;Boa Nova;12039;2903706
29;Boa Vista do Tupim;18491;2903805
29;Bom Jesus da Lapa;70151;2903904
29;Bom Jesus da Serra;9768;2903953
29;Boninal;14518;2904001
29;Bonito;16999;2904050
29;Boquira;21486;2904100
29;Botuporã;10050;2904209
29;Brejões;14155;2904308
29;Brejolândia;10675;2904407
29;Brotas de Macaúbas;10705;2904506
29;Brumado;67468;2904605
29;Buerarema;18269;2904704
29;Buritirama;21374;2904753
29;Caatiba;6232;2904803
29;Cabaceiras do Paraguaçu;19010;2904852
29;Cachoeira;33659;2904902
29;Caculé;23407;2905008
29;Caém;8912;2905107
29;Caetanos;14671;2905156
29;Caetité;51184;2905206
29;Cafarnaum;18585;2905305
29;Cairu;18666;2905404
29;Caldeirão Grande;13452;2905503
29;Camacan;32023;2905602
29;Camaçari;309208;2905701
29;Camamu;35444;2905800
29;Campo Alegre de Lourdes;28839;2905909
29;Campo Formoso;71754;2906006
29;Canápolis;9694;2906105
29;Canarana;26468;2906204
29;Canavieiras;30722;2906303
29;Candeal;8109;2906402
29;Candeias;87820;2906501
29;Candiba;14415;2906600
29;Cândido Sales;24921;2906709
29;Cansanção;34929;2906808
29;Canudos;16832;2906824
29;Capela do Alto Alegre;11597;2906857
29;Capim Grosso;31055;2906873
29;Caraíbas;8659;2906899
29;Caravelas;22166;2906907
29;Cardeal da Silva;9395;2907004
29;Carinhanha;29118;2907103
29;Casa Nova;73092;2907202
29;Castro Alves;26369;2907301
29;Catolândia;3619;2907400
29;Catu;55222;2907509
29;Caturama;9303;2907558
29;Central;17293;2907608
29;Chorrochó;11221;2907707
29;Cícero Dantas;32636;2907806
29;Cipó;17402;2907905
29;Coaraci;16128;2908002
29;Cocos;18835;2908101
29;Conceição da Feira;22933;2908200
29;Conceição do Almeida;17087;2908309
29;Conceição do Coité;67394;2908408
29;Conceição do Jacuípe;33631;2908507
29;Conde;26223;2908606
29;Condeúba;17113;2908705
29;Contendas do Sincorá;4025;2908804
29;Coração de Maria;22391;2908903
29;Cordeiros;8667;2909000
29;Coribe;14108;2909109
29;Coronel João Sá;15549;2909208
29;Correntina;32243;2909307
29;Cotegipe;13756;2909406
29;Cravolândia;5352;2909505
29;Crisópolis;21219;2909604
29;Cristópolis;13981;2909703
29;Cruz das Almas;63923;2909802
29;Curaçá;35065;2909901
29;Dário Meira;10347;2910008
29;Dias d'Ávila;83705;2910057
29;Dom Basílio;12281;2910107
29;Dom Macedo Costa;4072;2910206
29;Elísio Medrado;8129;2910305
29;Encruzilhada;15914;2910404
29;Entre Rios;42014;2910503
29;Érico Cardoso;10513;2900504
29;Esplanada;37902;2910602
29;Euclides da Cunha;61112;2910701
29;Eunápolis;115360;2910727
29;Fátima;17801;2910750
29;Feira da Mata;5656;2910776
29;Feira de Santana;624107;2910800
29;Filadélfia;16314;2910859
29;Firmino Alves;5641;2910909
29;Floresta Azul;10525;2911006
29;Formosa do Rio Preto;26111;2911105
29;Gandu;32778;2911204
29;Gavião;4417;2911253
29;Gentio do Ouro;11284;2911303
29;Glória;15247;2911402
29;Gongogi;6852;2911501
29;Governador Mangabeira;20800;2911600
29;Guajeru;6371;2911659
29;Guanambi;85353;2911709
29;Guaratinga;20565;2911808
29;Heliópolis;12946;2911857
29;Iaçu;23950;2911907
29;Ibiassucê;8849;2912004
29;Ibicaraí;21083;2912103
29;Ibicoara;19990;2912202
29;Ibicuí;16262;2912301
29;Ibipeba;18421;2912400
29;Ibipitanga;14989;2912509
29;Ibiquera;4047;2912608
29;Ibirapitanga;23433;2912707
29;Ibirapuã;8740;2912806
29;Ibirataia;14476;2912905
29;Ibitiara;16463;2913002
29;Ibititá;17048;2913101
29;Ibotirama;27076;2913200
29;Ichu;6232;2913309
29;Igaporã;15661;2913408
29;Igrapiúna;12963;2913457
29;Iguaí;27006;2913507
29;Ilhéus;157639;2913606
29;Inhambupe;40720;2913705
29;Ipecaetá;14229;2913804
29;Ipiaú;45969;2913903
29;Ipirá;59281;2914000
29;Ipupiara;9954;2914109
29;Irajuba;7295;2914208
29;Iramaia;7874;2914307
29;Iraquara;25728;2914406
29;Irará;29305;2914505
29;Irecê;74050;2914604
29;Itabela;30901;2914653
29;Itaberaba;64795;2914703
29;Itabuna;214123;2914802
29;Itacaré;29051;2914901
29;Itaeté;16164;2915007
29;Itagi;12140;2915106
29;Itagibá;14331;2915205
29;Itagimirim;6784;2915304
29;Itaguaçu da Bahia;14650;2915353
29;Itaju do Colônia;6515;2915403
29;Itajuípe;20309;2915502
29;Itamaraju;64423;2915601
29;Itamari;7971;2915700
29;Itambé;22474;2915809
29;Itanagra;6433;2915908
29;Itanhém;19231;2916005
29;Itaparica;22440;2916104
29;Itapé;8300;2916203
29;Itapebi;10173;2916302
29;Itapetinga;77408;2916401
29;Itapicuru;36173;2916500
29;Itapitanga;10284;2916609
29;Itaquara;8375;2916708
29;Itarantim;19937;2916807
29;Itatim;14588;2916856
29;Itiruçu;12482;2916906
29;Itiúba;36140;2917003
29;Itororó;20394;2917102
29;Ituaçu;19095;2917201
29;Ituberá;28870;2917300
29;Iuiu;11038;2917334
29;Jaborandi;8176;2917359
29;Jacaraci;14855;2917409
29;Jacobina;80749;2917508
29;Jaguaquara;54913;2917607
29;Jaguarari;33915;2917706
29;Jaguaripe;19162;2917805
29;Jandaíra;10742;2917904
29;Jequié;156277;2918001
29;Jeremoabo;40832;2918100
29;Jiquiriçá;14576;2918209
29;Jitaúna;10470;2918308
29;João Dourado;25606;2918357
29;Juazeiro;219544;2918407
29;Jucuruçu;8856;2918456
29;Jussara;15241;2918506
29;Jussari;5706;2918555
29;Jussiape;5777;2918605
29;Lafaiete Coutinho;3663;2918704
29;Lagoa Real;15870;2918753
29;Laje;24214;2918803
29;Lajedão;3993;2918902
29;Lajedinho;3735;2919009
29;Lajedo do Tabocal;8591;2919058
29;Lamarão;8078;2919108
29;Lapão;27323;2919157
29;Lauro de Freitas;204669;2919207
29;Lençóis;11586;2919306
29;Licínio de Almeida;12357;2919405
29;Livramento de Nossa Senhora;46372;2919504
29;Luís Eduardo Magalhães;92671;2919553
29;Macajuba;11318;2919603
29;Macarani;19056;2919702
29;Macaúbas;50481;2919801
29;Macururé;7752;2919900
29;Madre de Deus;21754;2919926
29;Maetinga;2386;2919959
29;Maiquinique;10294;2920007
29;Mairi;18535;2920106
29;Malhada;16875;2920205
29;Malhada de Pedras;8326;2920304
29;Manoel Vitorino;12944;2920403
29;Mansidão;13822;2920452
29;Maracás;19973;2920502
29;Maragogipe;44902;2920601
29;Maraú;20664;2920700
29;Marcionílio Souza;10357;2920809
29;Mascote;13619;2920908
29;Mata de São João;47643;2921005
29;Matina;12359;2921054
29;Medeiros Neto;22741;2921104
29;Miguel Calmon;25771;2921203
29;Milagres;10838;2921302
29;Mirangaba;18603;2921401
29;Mirante;8264;2921450
29;Monte Santo;49145;2921500
29;Morpará;8476;2921609
29;Morro do Chapéu;35466;2921708
29;Mortugaba;12063;2921807
29;Mucugê;8725;2921906
29;Mucuri;42729;2922003
29;Mulungu do Morro;10469;2922052
29;Mundo Novo;27153;2922102
29;Muniz Ferreira;7464;2922201
29;Muquém do São Francisco;11479;2922250
29;Muritiba;29420;2922300
29;Mutuípe;22340;2922409
29;Nazaré;28661;2922508
29;Nilo Peçanha;14156;2922607
29;Nordestina;13197;2922656
29;Nova Canaã;16482;2922706
29;Nova Fátima;7830;2922730
29;Nova Ibiá;6518;2922755
29;Nova Itarana;8328;2922805
29;Nova Redenção;9126;2922854
29;Nova Soure;27047;2922904
29;Nova Viçosa;44170;2923001
29;Novo Horizonte;12653;2923035
29;Novo Triunfo;15445;2923050
29;Olindina;28373;2923100
29;Oliveira dos Brejinhos;21797;2923209
29;Ouriçangas;8575;2923308
29;Ourolândia;17567;2923357
29;Palmas de Monte Alto;21840;2923407
29;Palmeiras;9123;2923506
29;Paramirim;21777;2923605
29;Paratinga;32274;2923704
29;Paripiranga;29124;2923803
29;Pau Brasil;9550;2923902
29;Paulo Afonso;119213;2924009
29;Pé de Serra;13535;2924058
29;Pedrão;7438;2924108
29;Pedro Alexandre;16698;2924207
29;Piatã;16854;2924306
29;Pilão Arcado;35295;2924405
29;Pindaí;16308;2924504
29;Pindobaçu;20048;2924603
29;Pintadas;10353;2924652
29;Piraí do Norte;10050;2924678
29;Piripá;10253;2924702
29;Piritiba;25162;2924801
29;Planaltino;9415;2924900
29;Planalto;26581;2925006
29;Poções;46885;2925105
29;Pojuca;40401;2925204
29;Ponto Novo;14729;2925253
29;Porto Seguro;152529;2925303
29;Potiraguá;6623;2925402
29;Prado;28214;2925501
29;Presidente Dutra;15180;2925600
29;Presidente Jânio Quadros;12028;2925709
29;Presidente Tancredo Neves;28272;2925758
29;Queimadas;25428;2925808
29;Quijingue;27672;2925907
29;Quixabeira;8939;2925931
29;Rafael Jambeiro;22643;2925956
29;Remanso;41324;2926004
29;Retirolândia;14588;2926103
29;Riachão das Neves;22330;2926202
29;Riachão do Jacuípe;33498;2926301
29;Riacho de Santana;35757;2926400
29;Ribeira do Amparo;14631;2926509
29;Ribeira do Pombal;54097;2926608
29;Ribeirão do Largo;4896;2926657
29;Rio de Contas;12878;2926707
29;Rio do Antônio;15521;2926806
29;Rio do Pires;11672;2926905
29;Rio Real;41209;2927002
29;Rodelas;9548;2927101
29;Ruy Barbosa;30900;2927200
29;Salinas da Margarida;16047;2927309
29;Salvador;2900319;2927408
29;Santa Bárbara;20971;2927507
29;Santa Brígida;13917;2927606
29;Santa Cruz Cabrália;28058;2927705
29;Santa Cruz da Vitória;6241;2927804
29;Santa Inês;10583;2927903
29;Santa Luzia;12308;2928059
29;Santa Maria da Vitória;39707;2928109
29;Santa Rita de Cássia;28613;2928406
29;Santa Terezinha;10520;2928505
29;Santaluz;37704;2928000
29;Santana;26792;2928208
29;Santanópolis;8987;2928307
29;Santo Amaro;60190;2928604
29;Santo Antônio de Jesus;103204;2928703
29;Santo Estêvão;53666;2928802
29;São Desidério;34764;2928901
29;São Domingos;9085;2928950
29;São Felipe;21083;2929107
29;São Félix;14784;2929008
29;São Félix do Coribe;15543;2929057
29;São Francisco do Conde;40664;2929206
29;São Gabriel;18785;2929255
29;São Gonçalo dos Campos;38315;2929305
29;São José da Vitória;5562;2929354
29;São José do Jacuípe;10546;2929370
29;São Miguel das Matas;11733;2929404
29;São Sebastião do Passé;44554;2929503
29;Sapeaçu;17421;2929602
29;Sátiro Dias;17330;2929701
29;Saubara;12163;2929750
29;Saúde;12971;2929800
29;Seabra;44370;2929909
29;Sebastião Laranjeiras;11586;2930006
29;Senhor do Bonfim;79813;2930105
29;Sento Sé;41279;2930204
29;Serra do Ramalho;31362;2930154
29;Serra Dourada;17261;2930303
29;Serra Preta;14531;2930402
29;Serrinha;81693;2930501
29;Serrolândia;13490;2930600
29;Simões Filho;137117;2930709
29;Sítio do Mato;13104;2930758
29;Sítio do Quinto;9431;2930766
29;Sobradinho;23274;2930774
29;Souto Soares;17118;2930808
29;Tabocas do Brejo Velho;12515;2930907
29;Tanhaçu;20383;2931004
29;Tanque Novo;17518;2931053
29;Tanquinho;7936;2931103
29;Taperoá;21421;2931202
29;Tapiramutá;16939;2931301
29;Teixeira de Freitas;164290;2931350
29;Teodoro Sampaio;7296;2931400
29;Teofilândia;22590;2931509
29;Teolândia;15097;2931608
29;Terra Nova;13018;2931707
29;Tremedal;15996;2931806
29;Tucano;50903;2931905
29;Uauá;23991;2932002
29;Ubaíra;19860;2932101
29;Ubaitaba;18647;2932200
29;Ubatã;27481;2932309
29;Uibaí;13894;2932408
29;Umburanas;19573;2932457
29;Una;18108;2932507
29;Urandi;16672;2932606
29;Uruçuca;20312;2932705
29;Utinga;19330;2932804
29;Valença;97873;2932903
29;Valente;29111;2933000
29;Várzea da Roça;14135;2933059
29;Várzea do Poço;9247;2933109
29;Várzea Nova;12556;2933158
29;Varzedo;8734;2933174
29;Vera Cruz;44185;2933208
29;Vereda;6105;2933257
29;Vitória da Conquista;343643;2933307
29;Wagner;9342;2933406
29;Wanderley;12125;2933455
29;Wenceslau Guimarães;20862;2933505
29;Xique-Xique;46562;2933604
31;Abadia dos Dourados;7022;3100104
31;Abaeté;23263;3100203
31;Abre Campo;13434;3100302
31;Acaiaca;3995;3100401
31;Açucena;9270;3100500
31;Água Boa;13319;3100609
31;Água Comprida;1986;3100708
31;Aguanil;4557;3100807
31;Águas Formosas;19285;3100906
31;Águas Vermelhas;13656;3101003
31;Aimorés;25116;3101102
31;Aiuruoca;5949;3101201
31;Alagoa;2657;3101300
31;Albertina;3015;3101409
31;Além Paraíba;35438;3101508
31;Alfenas;80973;3101607
31;Alfredo Vasconcelos;7052;3101631
31;Almenara;42380;3101706
31;Alpercata;7448;3101805
31;Alpinópolis;20059;3101904
31;Alterosa;14566;3102001
31;Alto Caparaó;5938;3102050
31;Alto Jequitibá;8286;3153509
31;Alto Rio Doce;10723;3102100
31;Alvarenga;3783;3102209
31;Alvinópolis;15135;3102308
31;Alvorada de Minas;3605;3102407
31;Amparo do Serra;4643;3102506
31;Andradas;41704;3102605
31;Andrelândia;12189;3102803
31;Angelândia;8594;3102852
31;Antônio Carlos;11471;3102902
31;Antônio Dias;9233;3103009
31;Antônio Prado de Minas;1577;3103108
31;Araçaí;2360;3103207
31;Aracitaba;2056;3103306
31;Araçuaí;36715;3103405
31;Araguari;118361;3103504
31;Arantina;2779;3103603
31;Araponga;8467;3103702
31;Araporã;6992;3103751
31;Arapuá;2836;3103801
31;Araújos;9523;3103900
