COD UF;NOME DO MUNICÍPIO;POPULAÇÃO ESTIMADA
41;Carambeí;24225
41;Carlópolis;14391
41;Cascavel;336073
41;Castro;72125
41;Catanduvas;10144
41;Centenário do Sul;10704
41;Cerro Azul;17884
41;Céu Azul;11872
41;Chopinzinho;19083
41;Cianorte;84980
41;Cidade Gaúcha;12939
41;Clevelândia;16344
41;Colombo;249277
41;Colorado;24271
41;Congonhinhas;8896
41;Conselheiro Mairinck;3891
41;Contenda;19082
41;Corbélia;17162
41;Cornélio Procópio;47840
41;Coronel Domingos Soares;7538
41;Coronel Vivida;20430
41;Corumbataí do Sul;3038
41;Cruzeiro do Iguaçu;4229
41;Cruzeiro do Oeste;20962
41;Cruzeiro do Sul;4430
41;Cruz Machado;18772
41;Cruzmaltina;2892
41;Curitiba;1963726
41;Curiúva;15289
41;Diamante do Norte;4975
41;Diamante do Sul;3409
41;Diamante D'Oeste;5279
41;Dois Vizinhos;41424
41;Douradina;8988
41;Doutor Camargo;5987
41;Enéas Marques;5906
41;Engenheiro Beltrão;13962
41;Esperança Nova;1633
41;Entre Rios do Oeste;4651
41;Espigão Alto do Iguaçu;3980
41;Farol;2995
41;Faxinal;17379
41;Fazenda Rio Grande;103750
41;Fênix;4734
41;Fernandes Pinheiro;5561
41;Figueira;7625
41;Floraí;4883
41;Flor da Serra do Sul;4583
41;Floresta;6926
41;Florestópolis;10360
41;Flórida;2709
41;Formosa do Oeste;6345
41;Foz do Iguaçu;257971
41;Francisco Alves;5942
41;Francisco Beltrão;93308
41;Foz do Jordão;4466
41;General Carneiro;13661
41;Godoy Moreira;2850
41;Goioerê;28734
41;Goioxim;6997
41;Grandes Rios;5379
41;Guaíra;33497
41;Guairaçá;6635
41;Guamiranga;8881
41;Guapirama;3767
41;Guaporema;2239
41;Guaraci;5557
41;Guaraniaçu;11969
41;Guarapuava;183755
41;Guaraqueçaba;7554
41;Guaratuba;37974
41;Honório Serpa;5030
41;Ibaiti;31854
41;Ibema;6387
41;Ibiporã;55688
41;Icaraíma;7671
41;Iguaraçu;4475
41;Iguatu;2251
41;Imbaú;13449
41;Imbituva;33306
41;Inácio Martins;11117
41;Inajá;3122
41;Indianópolis;4472
41;Ipiranga;15327
41;Iporã;13642
41;Iracema do Oeste;2216
41;Irati;61439
41;Iretama;10029
41;Itaguajé;4426
41;Itaipulândia;11588
41;Itambaracá;6516
41;Itambé;6110
41;Itapejara d'Oeste;12220
41;Itaperuçu;29493
41;Itaúna do Sul;2700
41;Ivaí;14049
41;Ivaiporã;31886
41;Ivaté;8294
41;Ivatuba;3299
41;Jaboti;5332
41;Jacarezinho;39268
41;Jaguapitã;13861
41;Jaguariaíva;35192
41;Jandaia do Sul;21281
41;Janiópolis;4948
41;Japira;4929
41;Japurá;9573
41;Jardim Alegre;11067
41;Jardim Olinda;1309
41;Jataizinho;12687
41;Jesuítas;8251
41;Joaquim Távora;12108
41;Jundiaí do Sul;3248
41;Juranda;7244
41;Jussara;7069
41;Kaloré;3996
41;Lapa;48651
41;Laranjal;5719
41;Laranjeiras do Sul;32167
41;Leópolis;3896
41;Lidianópolis;3155
41;Lindoeste;4488
41;Loanda;23393
41;Lobato;4850
41;Londrina;580870
41;Luiziana;7217
41;Lunardelli;4695
41;Lupionópolis;4969
41;Mallet;13697
41;Mamborê;12900
41;Mandaguaçu;23373
41;Mandaguari;34628
41;Mandirituba;27750
41;Manfrinópolis;2442
41;Mangueirinha;16572
41;Manoel Ribas;13517
41;Marechal Cândido Rondon;54031
41;Maria Helena;5593
41;Marialva;36103
41;Marilândia do Sul;8793
41;Marilena;7093
41;Mariluz;10327
41;Maringá;436472
41;Mariópolis;6655
41;Maripá;5562
41;Marmeleiro;14407
41;Marquinho;4283
41;Marumbi;4676
41;Matelândia;18266
41;Matinhos;35705
41;Mato Rico;3142
41;Mauá da Serra;10994
41;Medianeira;46940
41;Mercedes;5617
41;Mirador;2180
41;Miraselva;1786
41;Missal;10706
41;Moreira Sales;11966
41;Morretes;16485
41;Munhoz de Melo;4034
41;Nossa Senhora das Graças;4009
41;Nova Aliança do Ivaí;1560
41;Nova América da Colina;3424
41;Nova Aurora;10131
41;Nova Cantu;4827
41;Nova Esperança;28062
41;Nova Esperança do Sudoeste;5014
41;Nova Fátima;8120
41;Nova Laranjeiras;11462
41;Nova Londrina;13188
41;Nova Olímpia;5846
41;Nova Santa Bárbara;4304
41;Nova Santa Rosa;8311
41;Nova Prata do Iguaçu;10540
41;Nova Tebas;5252
41;Novo Itacolomi;2836
41;Ortigueira;21783
41;Ourizona;3423
41;Ouro Verde do Oeste;6036
41;Paiçandu;42251
41;Palmas;52503
41;Palmeira;34109
41;Palmital;12755
41;Palotina;32389
41;Paraíso do Norte;14211
41;Paranacity;11685
41;Paranaguá;157378
41;Paranapoema;3277
41;Paranavaí;89454
41;Pato Bragado;5755
41;Pato Branco;84779
41;Paula Freitas;5942
41;Paulo Frontin;7418
41;Peabiru;14017
41;Perobal;6194
41;Pérola;11406
41;Pérola d'Oeste;6232
41;Piên;13015
41;Pinhais;134788
41;Pinhalão;6323
41;Pinhal de São Bento;2742
41;Pinhão;32722
41;Piraí do Sul;25779
41;Piraquara;116852
41;Pitanga;29686
41;Pitangueiras;3298
41;Planaltina do Paraná;4281
41;Planalto;13385
41;Ponta Grossa;358838
41;Pontal do Paraná;28529
41;Porecatu;12587
41;Porto Amazonas;4899
41;Porto Barreiro;3133
41;Porto Rico;2554
41;Porto Vitória;4057
41;Prado Ferreira;3806
41;Pranchita;5035
41;Presidente Castelo Branco;5395
41;Primeiro de Maio;11138
41;Prudentópolis;52776
41;Quarto Centenário;4420
41;Quatiguá;7504
41;Quatro Barras;24253
41;Quatro Pontes;4043
41;Quedas do Iguaçu;34707
41;Querência do Norte;12257
41;Quinta do Sol;4444
41;Quitandinha;19388
41;Ramilândia;4500
41;Rancho Alegre;3760
41;Rancho Alegre D'Oeste;2602
41;Realeza;16976
41;Rebouças;14991
41;Renascença;6772
41;Reserva;26933
41;Reserva do Iguaçu;8127
41;Ribeirão Claro;10622
41;Ribeirão do Pinhal;12869
41;Rio Azul;15433
41;Rio Bom;3162
41;Rio Bonito do Iguaçu;13240
41;Rio Branco do Ivaí;4121
41;Rio Branco do Sul;32635
41;Rio Negro;34645
41;Rolândia;68165
41;Roncador;9447
41;Rondon;9664
41;Rosário do Ivaí;4595
41;Sabáudia;6954
41;Salgado Filho;3389
41;Salto do Itararé;4862
41;Salto do Lontra;14957
41;Santa Amélia;3208
41;Santa Cecília do Pavão;3253
41;Santa Cruz de Monte Castelo;7705
41;Santa Fé;12330
41;Santa Helena;27036
41;Santa Inês;1568
41;Santa Isabel do Ivaí;8484
41;Santa Izabel do Oeste;14924
41;Santa Lúcia;3795
41;Santa Maria do Oeste;9210
41;Santa Mariana;11523
41;Santa Mônica;4052
41;Santana do Itararé;4916
41;Santa Tereza do Oeste;10055
41;Santa Terezinha de Itaipu;23927
41;Santo Antônio da Platina;46503
41;Santo Antônio do Caiuá;2611
41;Santo Antônio do Paraíso;2032
41;Santo Antônio do Sudoeste;20354
41;Santo Inácio;5422
41;São Carlos do Ivaí;6961
41;São Jerônimo da Serra;11088
41;São João;10122
41;São João do Caiuá;5819
41;São João do Ivaí;9897
41;São João do Triunfo;15359
41;São Jorge d'Oeste;9005
41;São Jorge do Ivaí;5535
41;São Jorge do Patrocínio;5532
41;São José da Boa Vista;6115
41;São José das Palmeiras;3601
41;São José dos Pinhais;334620
41;São Manoel do Paraná;2165
41;São Mateus do Sul;47137
41;São Miguel do Iguaçu;27696
41;São Pedro do Iguaçu;5745
41;São Pedro do Ivaí;11109
41;São Pedro do Paraná;2265
41;São Sebastião da Amoreira;8865
41;São Tomé;5778
41;Sapopema;6708
41;Sarandi;98888
41;Saudade do Iguaçu;5578
41;Sengés;19441
41;Serranópolis do Iguaçu;4460
41;Sertaneja;5149
41;Sertanópolis;16456
41;Siqueira Campos;21476
41;Sulina;2880
41;Tamarana;15277
41;Tamboara;5196
41;Tapejara;16480
41;Tapira;5452
41;Teixeira Soares;12761
41;Telêmaco Borba;80588
41;Terra Boa;17304
41;Terra Rica;17054
41;Terra Roxa;17562
41;Tibagi;20688
41;Tijucas do Sul;17295
41;Toledo;144601
41;Tomazina;7699
41;Três Barras do Paraná;12036
41;Tunas do Paraná;9269
41;Tuneiras do Oeste;8502
41;Tupãssi;8105
41;Turvo;12977
41;Ubiratã;20809
41;Umuarama;113416
41;União da Vitória;58298
41;Uniflor;2623
41;Uraí;11233
41;Wenceslau Braz;19358
41;Ventania;12267
41;Vera Cruz do Oeste;8389
41;Verê;7094
41;Alto Paraíso;2630
41;Doutor Ulysses;5525
41;Virmond;4051
41;Vitorino;6879
41;Xambrê;5584
42;Abdon Batista;2534
42;Abelardo Luz;18015
42;Agrolândia;11160
42;Agronômica;5570
42;Água Doce;7160
42;Águas de Chapecó;6544
42;Águas Frias;2341
42;Águas Mornas;6646
42;Alfredo Wagner;10136
42;Alto Bela Vista;1915
42;Anchieta;5477
42;Angelina;4686
42;Anita Garibaldi;6783
42;Anitápolis;3223
42;Antônio Carlos;8712
42;Apiúna;10951
42;Arabutã;4268
42;Araquari;40890
42;Araranguá;69493
42;Armazém;8843
42;Arroio Trinta;3547
42;Arvoredo;2228
42;Ascurra;8021
42;Atalanta;3179
42;Aurora;5687
42;Balneário Arroio do Silva;13782
42;Balneário Camboriú;149227
42;Balneário Barra do Sul;11271
42;Balneário Gaivota;11537
42;Bandeirante;2618
42;Barra Bonita;1625
42;Barra Velha;30539
42;Bela Vista do Toldo;6386
42;Belmonte;2712
42;Benedito Novo;11896
42;Biguaçu;70471
42;Blumenau;366418
42;Bocaina do Sul;3501
42;Bombinhas;20889
42;Bom Jardim da Serra;4801
42;Bom Jesus;3104
42;Bom Jesus do Oeste;2136
42;Bom Retiro;10153
42;Botuverá;5396
42;Braço do Norte;34294
42;Braço do Trombudo;3794
42;Brunópolis;2318
42;Brusque;140597
42;Caçador;80017
42;Caibi;6112
42;Calmon;3325
42;Camboriú;87179
42;Capão Alto;2467
42;Campo Alegre;11985
42;Campo Belo do Sul;6889
42;Campo Erê;8312
42;Campos Novos;36861
42;Canelinha;12553
42;Canoinhas;54558
42;Capinzal;23218
42;Capivari de Baixo;25477
42;Catanduvas;11106
42;Caxambu do Sul;3462
42;Celso Ramos;2709
42;Cerro Negro;3013
42;Chapadão do Lageado;3025
42;Chapecó;227587
42;Cocal do Sul;16956
42;Concórdia;75683
42;Cordilheira Alta;4585
42;Coronel Freitas;9900
42;Coronel Martins;2560
42;Corupá;16300
42;Correia Pinto;12315
42;Criciúma;219393
42;Cunha Porã;11150
42;Cunhataí;1972
42;Curitibanos;40037
42;Descanso;8136
42;Dionísio Cerqueira;15592
42;Dona Emma;4224
42;Doutor Pedrinho;4164
42;Entre Rios;3232
42;Ermo;2059
42;Erval Velho;4423
42;Faxinal dos Guedes;10630
42;Flor do Sertão;1575
42;Florianópolis;516524
42;Formosa do Sul;2481
42;Forquilhinha;27621
42;Fraiburgo;36723
42;Frei Rogério;1918
42;Galvão;2711
42;Garopaba;24070
42;Garuva;18816
42;Gaspar;71925
42;Governador Celso Ramos;14739
42;Grão Pará;6621
42;Gravatal;11652
42;Guabiruba;24922
42;Guaraciaba;9964
42;Guaramirim;46757
42;Guarujá do Sul;5196
42;Guatambú;4692
42;Herval d'Oeste;22820
42;Ibiam;1952
42;Ibicaré;3154
42;Ibirama;19238
42;Içara;58055
42;Ilhota;14531
42;Imaruí;9764
42;Imbituba;45711
42;Imbuia;6284
42;Indaial;72346
42;Iomerê;2979
42;Ipira;4367
42;Iporã do Oeste;9093
42;Ipuaçu;7643
42;Ipumirim;7647
42;Iraceminha;3901
42;Irani;10575
42;Irati;1887
42;Irineópolis;11354
42;Itá;6091
42;Itaiópolis;21889
42;Itajaí;226617
42;Itapema;69323
42;Itapiranga;17139
42;Itapoá;21766
42;Ituporanga;25619
42;Jaborá;3899
42;Jacinto Machado;10337
42;Jaguaruna;20547
42;Jaraguá do Sul;184579
42;Jardinópolis;1520
42;Joaçaba;30684
42;Joinville;604708
42;José Boiteux;5019
42;Jupiá;2083
42;Lacerdópolis;2248
42;Lages;157158
42;Laguna;46424
42;Lajeado Grande;1408
42;Laurentino;7154
42;Lauro Müller;15380
42;Lebon Régis;12122
42;Leoberto Leal;2960
42;Lindóia do Sul;4530
42;Lontras;12497
42;Luiz Alves;13347
42;Luzerna;5683
42;Macieira;1757
42;Mafra;56825
42;Major Gercino;3465
42;Major Vieira;8209
42;Maracajá;7461
42;Maravilha;26463
42;Marema;1703
42;Massaranduba;17330
42;Matos Costa;2442
42;Meleiro;6989
42;Mirim Doce;2257
42;Modelo;4227
42;Mondaí;12034
42;Monte Carlo;9945
42;Monte Castelo;8263
42;Morro da Fumaça;18095
42;Morro Grande;2884
42;Navegantes;85734
42;Nova Erechim;5163
42;Nova Itaberaba;4327
42;Nova Trento;15010
42;Nova Veneza;15515
42;Novo Horizonte;2366
42;Orleans;23161
42;Otacílio Costa;19201
42;Ouro;7251
42;Ouro Verde;2197
42;Paial;1444
42;Painel;2352
42;Palhoça;178679
42;Palma Sola;7321
42;Palmeira;2673
42;Palmitos;16144
42;Papanduva;19521
42;Paraíso;3284
42;Passo de Torres;9269
42;Passos Maia;4072
42;Paulo Lopes;7642
42;Pedras Grandes;3931
42;Penha;34022
42;Peritiba;2733
42;Pescaria Brava;10225
42;Petrolândia;5873
42;Balneário Piçarras;24385
42;Pinhalzinho;21103
42;Pinheiro Preto;3635
42;Piratuba;3637
42;Planalto Alegre;2907
42;Pomerode;34561
42;Ponte Alta;4619
42;Ponte Alta do Norte;3426
42;Ponte Serrada;11674
42;Porto Belo;22466
42;Porto União;35685
42;Pouso Redondo;17965
42;Praia Grande;7305
42;Presidente Castello Branco;1526
42;Presidente Getúlio;17973
42;Presidente Nereu;2279
42;Princesa;2950
42;Quilombo;9773
42;Rancho Queimado;2897
42;Rio das Antas;6199
42;Rio do Campo;5864
42;Rio do Oeste;7552
42;Rio dos Cedros;11937
42;Rio do Sul;72931
42;Rio Fortuna;4630
42;Rio Negrinho;42684
42;Rio Rufino;2484
42;Riqueza;4525
42;Rodeio;11647
42;Romelândia;4584
42;Salete;7674
42;Saltinho;3727
42;Salto Veloso;4792
42;Sangão;13128
42;Santa Cecília;17004
42;Santa Helena;2178
42;Santa Rosa de Lima;2151
42;Santa Rosa do Sul;8397
42;Santa Terezinha;8760
42;Santa Terezinha do Progresso;2317
42;Santiago do Sul;1211
42;Santo Amaro da Imperatriz;23907
42;São Bernardino;2239
42;São Bento do Sul;86317
42;São Bonifácio;2791
42;São Carlos;11456
42;São Cristóvão do Sul;5646
42;São Domingos;9422
42;São Francisco do Sul;54751
42;São João do Oeste;6423
42;São João Batista;39719
42;São João do Itaperiú;3784
42;São João do Sul;7332
42;São Joaquim;27322
42;São José;253705
42;São José do Cedro;13811
42;São José do Cerrito;8054
42;São Lourenço do Oeste;24501
42;São Ludgero;13886
42;São Martinho;3162
42;São Miguel da Boa Vista;1794
42;São Miguel do Oeste;41246
42;São Pedro de Alcântara;6046
42;Saudades;9874
42;Schroeder;22605
42;Seara;17610
42;Serra Alta;3249
42;Siderópolis;14176
42;Sombrio;31084
42;Sul Brasil;2386
42;Taió;18576
42;Tangará;8648
42;Tigrinhos;1606
42;Tijucas;39889
42;Timbé do Sul;5338
42;Timbó;45703
42;Timbó Grande;8003
42;Três Barras;19455
42;Treviso;4002
42;Treze de Maio;7104
42;Treze Tílias;8138
42;Trombudo Central;7506
42;Tubarão;107143
42;Tunápolis;4507
42;Turvo;13080
42;União do Oeste;2364
42;Urubici;11311
42;Urupema;2453
42;Urussanga;21419
42;Vargeão;3569
42;Vargem;2387
42;Vargem Bonita;4411
42;Vidal Ramos;6321
42;Videira;54145
42;Vitor Meireles;4907
42;Witmarsum;4032
42;Xanxerê;52290
42;Xavantina;3873
42;Xaxim;29254
42;Zortéa;3432
42;Balneário Rincão;13129
43;Aceguá;4981
43;Água Santa;3738
43;Agudo;16344
43;Ajuricaba;6951
43;Alecrim;5710
43;Alegrete;72493
43;Alegria;3287
43;Almirante Tamandaré do Sul;1935
43;Alpestre;5885
43;Alto Alegre;1590
43;Alto Feliz;3043
43;Alvorada;212352
43;Amaral Ferrador;7136
43;Ametista do Sul;7396
43;André da Rocha;1351
43;Anta Gorda;5941
43;Antônio Prado;13041
43;Arambaré;3544
43;Araricá;5840
43;Aratiba;6145
43;Arroio do Meio;21121
43;Arroio do Sal;10483
43;Arroio do Padre;2966
43;Arroio dos Ratos;14201
43;Arroio do Tigre;13452
43;Arroio Grande;18185
43;Arvorezinha;10422
43;Augusto Pestana;6545
43;Áurea;3517
43;Bagé;121518
43;Balneário Pinhal;14645
43;Barão;6232
43;Barão de Cotegipe;6616
43;Barão do Triunfo;7550
43;Barracão;5237
43;Barra do Guarita;3266
43;Barra do Quaraí;4238
43;Barra do Ribeiro;13618
43;Barra do Rio Azul;1621
43;Barra Funda;2563
43;Barros Cassal;11167
43;Benjamin Constant do Sul;1924
43;Bento Gonçalves;123090
43;Boa Vista das Missões;2087
43;Boa Vista do Buricá;6712
43;Boa Vista do Cadeado;2466
43;Boa Vista do Incra;2628
43;Boa Vista do Sul;2773
43;Bom Jesus;11270
43;Bom Princípio;14446
43;Bom Progresso;1858
43;Bom Retiro do Sul;12448
43;Boqueirão do Leão;7691
43;Bossoroca;6135
43;Bozano;2099
43;Braga;3271
43;Brochier;5132
43;Butiá;20963
43;Caçapava do Sul;33476
43;Cacequi;12291
43;Cachoeira do Sul;81552
43;Cachoeirinha;132144
43;Cacique Doble;5083
43;Caibaté;4802
43;Caiçara;4659
43;Camaquã;66686
43;Camargo;2750
43;Cambará do Sul;6383
43;Campestre da Serra;3402
43;Campina das Missões;5325
43;Campinas do Sul;5422
43;Campo Bom;69981
43;Campo Novo;4273
43;Campos Borges;3272
43;Candelária;31475
43;Cândido Godói;6106
43;Candiota;9707
43;Canela;45957
43;Canguçu;56370
43;Canoas;349728
43;Canudos do Vale;1693
43;Capão Bonito do Sul;1628
43;Capão da Canoa;55009
43;Capão do Cipó;3745
43;Capão do Leão;25462
43;Capivari do Sul;4793
43;Capela de Santana;12183
43;Capitão;2770
43;Carazinho;62413
43;Caraá;8426
43;Carlos Barbosa;30630
43;Carlos Gomes;1327
43;Casca;9070
43;Caseiros;3228
43;Catuípe;8631
43;Caxias do Sul;523716
43;Centenário;2865
43;Cerrito;6005
43;Cerro Branco;4720
43;Cerro Grande;2281
43;Cerro Grande do Sul;12579
43;Cerro Largo;14243
43;Chapada;9211
43;Charqueadas;41705
43;Charrua;3228
43;Chiapetta;3684
43;Chuí;6832
43;Chuvisca;5518
43;Cidreira;16897
43;Ciríaco;4693
43;Colinas;2466
43;Colorado;3088
43;Condor;6766
43;Constantina;9903
43;Coqueiro Baixo;1490
43;Coqueiros do Sul;2267
43;Coronel Barros;2521
43;Coronel Bicaco;7213
43;Coronel Pilar;1602
43;Cotiporã;3824
43;Coxilha;2731
43;Crissiumal;13269
43;Cristal;8121
43;Cristal do Sul;2840
43;Cruz Alta;59561
43;Cruzaltense;1765
43;Cruzeiro do Sul;12457
43;David Canabarro;4732
43;Derrubadas;2718
43;Dezesseis de Novembro;2331
43;Dilermando de Aguiar;2991
43;Dois Irmãos;33547
43;Dois Irmãos das Missões;1992
43;Dois Lajeados;3410
43;Dom Feliciano;15556
43;Dom Pedro de Alcântara;2520
43;Dom Pedrito;38222
43;Dona Francisca;2958
43;Doutor Maurício Cardoso;4380
43;Doutor Ricardo;1967
43;Eldorado do Sul;42490
43;Encantado;23047
43;Encruzilhada do Sul;26039
43;Engenho Velho;932
43;Entre-Ijuís;8350
43;Entre Rios do Sul;2724
43;Erebango;2978
43;Erechim;107368
43;Ernestina;3171
43;Herval;6807
43;Erval Grande;4780
43;Erval Seco;6697
43;Esmeralda;3291
43;Esperança do Sul;2846
43;Espumoso;15594
43;Estação;5924
43;Estância Velha;51292
43;Esteio;83352
43;Estrela;34669
43;Estrela Velha;3646
43;Eugênio de Castro;2310
43;Fagundes Varela;2750
43;Farroupilha;73758
43;Faxinal do Soturno;6651
43;Faxinalzinho;2256
43;Fazenda Vilanova;4680
43;Feliz;13728
43;Flores da Cunha;31352
43;Floriano Peixoto;1709
43;Fontoura Xavier;10181
43;Formigueiro;6569
43;Forquetinha;2389
43;Fortaleza dos Valos;4252
43;Frederico Westphalen;31675
43;Garibaldi;35794
43;Garruchos;2851
43;Gaurama;5447
43;General Câmara;8339
43;Gentil;1619
43;Getúlio Vargas;16158
43;Giruá;15729
43;Glorinha;8304
43;Gramado;36864
43;Gramado dos Loureiros;2036
43;Gramado Xavier;4378
43;Gravataí;285564
43;Guabiju;1478
43;Guaíba;98331
43;Guaporé;26199
43;Guarani das Missões;7393
43;Harmonia;4967
43;Herveiras;3019
43;Horizontina;19446
43;Hulha Negra;6894
43;Humaitá;4712
43;Ibarama;4393
43;Ibiaçá;4690
43;Ibiraiaras;7267
43;Ibirapuitã;3988
43;Ibirubá;20474
43;Igrejinha;37754
43;Ijuí;84041
43;Ilópolis;4054
43;Imbé;23721
43;Imigrante;3103
43;Independência;6054
43;Inhacorá;2207
43;Ipê;6736
43;Ipiranga do Sul;1871
43;Iraí;7046
43;Itaara;5573
43;Itacurubi;3456
43;Itapuca;2037
43;Itaqui;37363
43;Itati;2377
43;Itatiba do Sul;3143
43;Ivorá;1854
43;Ivoti;25068
43;Jaboticaba;3738
43;Jacuizinho;2718
43;Jacutinga;3532
43;Jaguarão;26327
43;Jaguari;10684
43;Jaquirana;3611
43;Jari;3472
43;Jóia;8571
43;Júlio de Castilhos;19159
43;Lagoa Bonita do Sul;2939
43;Lagoão;6469
43;Lagoa dos Três Cantos;1604
43;Lagoa Vermelha;27751
43;Lajeado;86005
43;Lajeado do Bugre;2569
43;Lavras do Sul;7410
43;Liberato Salzano;5087
43;Lindolfo Collor;6193
43;Linha Nova;1724
43;Machadinho;5411
43;Maçambará;4539
43;Mampituba;2965
43;Manoel Viana;7315
43;Maquiné;6747
43;Maratá;2713
43;Marau;45523
43;Marcelino Ramos;4239
43;Mariana Pimentel;3892
43;Mariano Moro;1987
43;Marques de Souza;3981
43;Mata;4760
43;Mato Castelhano;2543
43;Mato Leitão;4627
43;Mato Queimado;1611
43;Maximiliano de Almeida;4254
43;Minas do Leão;8130
43;Miraguaí;4899
43;Montauri;1430
43;Monte Alegre dos Campos;3237
43;Monte Belo do Sul;2514
43;Montenegro;66157
43;Mormaço;3139
43;Morrinhos do Sul;2891
43;Morro Redondo;6609
43;Morro Reuter;6570
43;Mostardas;12888
43;Muçum;4967
43;Muitos Capões;3184
43;Muliterno;1901
43;Não-Me-Toque;17886
43;Nicolau Vergueiro;1667
43;Nonoai;11574
43;Nova Alvorada;3698
43;Nova Araçá;4890
43;Nova Bassano;10089
43;Nova Boa Vista;1731
43;Nova Bréscia;3345
43;Nova Candelária;2677
43;Nova Esperança do Sul;5465
43;Nova Hartz;22147
43;Nova Pádua;2563
43;Nova Palma;6519
43;Nova Petrópolis;21717
43;Nova Prata;28021
43;Nova Ramada;2195
43;Nova Roma do Sul;3743
43;Nova Santa Rita;30482
43;Novo Cabrais;4246
43;Novo Hamburgo;247303
43;Novo Machado;3191
43;Novo Tiradentes;2189
43;Novo Xingu;1705
43;Novo Barreiro;4185
43;Osório;46815
43;Paim Filho;3731
43;Palmares do Sul;11342
43;Palmeira das Missões;32967
43;Palmitinho;7056
43;Panambi;44583
43;Pantano Grande;8995
43;Paraí;7793
43;Paraíso do Sul;7635
43;Pareci Novo;3885
43;Parobé;59419
43;Passa Sete;5790
43;Passo do Sobrado;6612
43;Passo Fundo;206103
43;Paulo Bento;2303
43;Paverama;8541
43;Pedras Altas;1928
43;Pedro Osório;7683
43;Pejuçara;3840
43;Pelotas;343826
43;Picada Café;5780
43;Pinhal;2581
43;Pinhal da Serra;1896
43;Pinhal Grande;4309
43;Pinheirinho do Vale;4926
43;Pinheiro Machado;12122
43;Pinto Bandeira;3068
43;Pirapó;2205
43;Piratini;20743
43;Planalto;9957
43;Poço das Antas;2105
43;Pontão;3898
43;Ponte Preta;1501
43;Portão;38081
43;Porto Alegre;1492530
43;Porto Lucena;4514
43;Porto Mauá;2332
43;Porto Vera Cruz;1258
43;Porto Xavier;10144
43;Pouso Novo;1586
43;Presidente Lucena;2972
43;Progresso;6235
43;Protásio Alves;1929
43;Putinga;3861
43;Quaraí;22531
43;Quatro Irmãos;1860
43;Quevedos;2793
43;Quinze de Novembro;3810
43;Redentora;11782
43;Relvado;2068
43;Restinga Sêca;15702
43;Rio dos Índios;2571
43;Rio Grande;212881
43;Rio Pardo;38257
43;Riozinho;4698
43;Roca Sales;11556
43;Rodeio Bonito;5868
43;Rolador;2270
43;Rolante;21591
43;Ronda Alta;10633
43;Rondinha;5033
43;Roque Gonzales;6750
43;Rosário do Sul;39210
43;Sagrada Família;2601
43;Saldanha Marinho;2596
43;Salto do Jacuí;12512
43;Salvador das Missões;2734
43;Salvador do Sul;7975
43;Sananduva;16382
43;Santa Bárbara do Sul;7813
43;Santa Cecília do Sul;1630
43;Santa Clara do Sul;6755
43;Santa Cruz do Sul;132271
43;Santa Maria;285159
43;Santa Maria do Herval;6382
43;Santa Margarida do Sul;2593
43;Santana da Boa Vista;8037
43;Sant'Ana do Livramento;75647
43;Santa Rosa;73882
43;Santa Tereza;1722
43;Santa Vitória do Palmar;29298
43;Santiago;49298
43;Santo Ângelo;77544
43;Santo Antônio do Palma;2118
43;Santo Antônio da Patrulha;43397
43;Santo Antônio das Missões;9930
43;Santo Antônio do Planalto;2018
43;Santo Augusto;13813
43;Santo Cristo;14177
43;Santo Expedito do Sul;2287
43;São Borja;59768
43;São Domingos do Sul;3091
43;São Francisco de Assis;18081
43;São Francisco de Paula;21871
43;São Gabriel;62187
43;São Jerônimo;24569
43;São João da Urtiga;4625
43;São João do Polêsine;2535
43;São Jorge;2808
43;São José das Missões;2491
43;São José do Herval;1917
43;São José do Hortêncio;4924
43;São José do Inhacorá;2040
43;São José do Norte;27866
43;São José do Ouro;6911
43;São José do Sul;2464
43;São José dos Ausentes;3559
43;São Leopoldo;240378
43;São Lourenço do Sul;43501
43;São Luiz Gonzaga;33124
43;São Marcos;21756
43;São Martinho;5336
43;São Martinho da Serra;3228
43;São Miguel das Missões;7692
43;São Nicolau;5153
43;São Paulo das Missões;5654
43;São Pedro da Serra;3881
43;São Pedro das Missões;2025
43;São Pedro do Butiá;2950
43;São Pedro do Sul;16100
43;São Sebastião do Caí;26161
43;São Sepé;23492
43;São Valentim;3220
43;São Valentim do Sul;2248
43;São Valério do Sul;2732
43;São Vendelino;2288
43;São Vicente do Sul;8742
43;Sapiranga;80514
43;Sapucaia do Sul;142508
43;Sarandi;25024
43;Seberi;10678
43;Sede Nova;2875
43;Segredo;7465
43;Selbach;5114
43;Senador Salgado Filho;2761
43;Sentinela do Sul;5635
43;Serafina Corrêa;18074
43;Sério;1889
43;Sertão;5220
43;Sertão Santana;6586
43;Sete de Setembro;1931
43;Severiano de Almeida;3607
43;Silveira Martins;2365
43;Sinimbu;10152
43;Sobradinho;15041
43;Soledade;31067
43;Tabaí;4816
43;Tapejara;24973
43;Tapera;10569
43;Tapes;17363
43;Taquara;57740
43;Taquari;26907
43;Taquaruçu do Sul;3081
43;Tavares;5484
43;Tenente Portela;13385
43;Terra de Areia;11323
43;Teutônia;34275
43;Tio Hugo;3078
43;Tiradentes do Sul;5532
43;Toropi;2753
43;Torres;39381
43;Tramandaí;53507
43;Travesseiro;2331
43;Três Arroios;2620
43;Três Cachoeiras;11174
43;Três Coroas;28948
43;Três de Maio;23846
