COD UF;NOME DO MUNICÍPIO;POPULAÇÃO ESTIMADA
43;Três Forquilhas;2643
43;Três Palmeiras;4232
43;Três Passos;23799
43;Trindade do Sul;5781
43;Triunfo;30159
43;Tucunduva;5612
43;Tunas;4585
43;Tupanci do Sul;1447
43;Tupanciretã;24182
43;Tupandi;5019
43;Tuparendi;7730
43;Turuçu;3408
43;Ubiretama;1952
43;União da Serra;1084
43;Unistalda;2306
43;Uruguaiana;126766
43;Vacaria;66916
43;Vale Verde;3531
43;Vale do Sol;11873
43;Vale Real;6046
43;Vanini;2130
43;Venâncio Aires;72373
43;Vera Cruz;27325
43;Veranópolis;26813
43;Vespasiano Corrêa;1776
43;Viadutos;4628
43;Viamão;257330
43;Vicente Dutra;4530
43;Victor Graeff;2840
43;Vila Flores;3407
43;Vila Lângaro;2070
43;Vila Maria;4368
43;Vila Nova do Sul;4274
43;Vista Alegre;2726
43;Vista Alegre do Prata;1553
43;Vista Gaúcha;2858
43;Vitória das Missões;3052
43;Westfália;3046
43;Xangri-lá;17126
50;Água Clara;16025
50;Alcinópolis;5489
50;Amambai;40247
50;Anastácio;25336
50;Anaurilândia;9116
50;Angélica;11081
50;Antônio João;9082
50;Aparecida do Taboado;26386
50;Aquidauana;48184
50;Aral Moreira;12511
50;Bandeirantes;7281
50;Bataguassu;23620
50;Batayporã;11368
50;Bela Vista;24842
50;Bodoquena;7802
50;Bonito;22401
50;Brasilândia;11835
50;Caarapó;31005
50;Camapuã;13675
50;Campo Grande;916001
50;Caracol;6247
50;Cassilândia;22063
50;Chapadão do Sul;26499
50;Corguinho;6158
50;Coronel Sapucaia;15449
50;Corumbá;112669
50;Costa Rica;21456
50;Coxim;33547
50;Deodápolis;13043
50;Dois Irmãos do Buriti;11547
50;Douradina;6025
50;Dourados;227990
50;Eldorado;12447
50;Fátima do Sul;19152
50;Figueirão;3066
50;Glória de Dourados;9934
50;Guia Lopes da Laguna;9754
50;Iguatemi;16273
50;Inocência;7566
50;Itaporã;25478
50;Itaquiraí;21604
50;Ivinhema;23277
50;Japorã;9372
50;Jaraguari;7342
50;Jardim;26375
50;Jateí;4015
50;Juti;6861
50;Ladário;24040
50;Laguna Carapã;7496
50;Maracaju;48944
50;Miranda;28423
50;Mundo Novo;18578
50;Naviraí;56484
50;Nioaque;13794
50;Nova Alvorada do Sul;22967
50;Nova Andradina;56057
50;Novo Horizonte do Sul;3556
50;Paraíso das Águas;5751
50;Paranaíba;42401
50;Paranhos;14576
50;Pedro Gomes;7568
50;Ponta Porã;95320
50;Porto Murtinho;17460
50;Ribas do Rio Pardo;25310
50;Rio Brilhante;38844
50;Rio Negro;4758
50;Rio Verde de Mato Grosso;20025
50;Rochedo;5120
50;Santa Rita do Pardo;7948
50;São Gabriel do Oeste;27660
50;Sete Quedas;10751
50;Selvíria;6555
50;Sidrolândia;60792
50;Sonora;20158
50;Tacuru;11795
50;Taquarussu;3588
50;Terenos;22721
50;Três Lagoas;125137
50;Vicentina;6115
51;Acorizal;5309
51;Água Boa;26679
51;Alta Floresta;52105
51;Alto Araguaia;19714
51;Alto Boa Vista;7092
51;Alto Garças;12323
51;Alto Paraguai;11587
51;Alto Taquari;11413
51;Apiacás;10431
51;Araguaiana;3064
51;Araguainha;909
51;Araputanga;17078
51;Arenápolis;9399
51;Aripuanã;23067
51;Barão de Melgaço;8165
51;Barra do Bugres;35642
51;Barra do Garças;61702
51;Bom Jesus do Araguaia;6830
51;Brasnorte;20571
51;Cáceres;95339
51;Campinápolis;16223
51;Campo Novo do Parecis;36917
51;Campo Verde;44033
51;Campos de Júlio;7245
51;Canabrava do Norte;4711
51;Canarana;22101
51;Carlinda;10094
51;Castanheira;8782
51;Chapada dos Guimarães;22521
51;Cláudia;12338
51;Cocalinho;5716
51;Colíder;33855
51;Colniza;41117
51;Comodoro;21249
51;Confresa;32076
51;Conquista D'Oeste;4163
51;Cotriguaçu;20717
51;Cuiabá;623614
51;Curvelândia;5267
51;Denise;9626
51;Diamantino;22311
51;Dom Aquino;8087
51;Feliz Natal;14847
51;Figueirópolis D'Oeste;3411
51;Gaúcha do Norte;7913
51;General Carneiro;5726
51;Glória D'Oeste;2990
51;Guarantã do Norte;36439
51;Guiratinga;15740
51;Indiavaí;2806
51;Ipiranga do Norte;8182
51;Itanhangá;7030
51;Itaúba;3609
51;Itiquira;13727
51;Jaciara;27696
51;Jangada;8420
51;Jauru;8377
51;Juara;35275
51;Juína;41190
51;Juruena;16811
51;Juscimeira;11124
51;Lambari D'Oeste;6246
51;Lucas do Rio Verde;69671
51;Luciara;2036
51;Vila Bela da Santíssima Trindade;16412
51;Marcelândia;10107
51;Matupá;17017
51;Mirassol d'Oeste;28135
51;Nobres;15332
51;Nortelândia;5858
51;Nossa Senhora do Livramento;13093
51;Nova Bandeirantes;16052
51;Nova Nazaré;4013
51;Nova Lacerda;6861
51;Nova Santa Helena;3755
51;Nova Brasilândia;3656
51;Nova Canaã do Norte;12876
51;Nova Mutum;48222
51;Nova Olímpia;20820
51;Nova Ubiratã;12492
51;Nova Xavantina;21695
51;Novo Mundo;9545
51;Novo Horizonte do Norte;4069
51;Novo São Joaquim;4837
51;Paranaíta;11291
51;Paranatinga;23250
51;Novo Santo Antônio;2769
51;Pedra Preta;17547
51;Peixoto de Azevedo;35695
51;Planalto da Serra;2637
51;Poconé;33386
51;Pontal do Araguaia;6972
51;Ponte Branca;1525
51;Pontes e Lacerda;46105
51;Porto Alegre do Norte;12849
51;Porto dos Gaúchos;5344
51;Porto Esperidião;12176
51;Porto Estrela;2794
51;Poxoréu;15936
51;Primavera do Leste;63876
51;Querência;18386
51;São José dos Quatro Marcos;18788
51;Reserva do Cabaçal;2754
51;Ribeirão Cascalheira;10450
51;Ribeirãozinho;2439
51;Rio Branco;5147
51;Santa Carmem;4600
51;Santo Afonso;3164
51;São José do Povo;4102
51;São José do Rio Claro;21351
51;São José do Xingu;5646
51;São Pedro da Cipa;4823
51;Rondolândia;4069
51;Rondonópolis;239613
51;Rosário Oeste;16999
51;Santa Cruz do Xingu;2700
51;Salto do Céu;3226
51;Santa Rita do Trivelato;3602
51;Santa Terezinha;8547
51;Santo Antônio do Leste;5459
51;Santo Antônio do Leverger;17188
51;São Félix do Araguaia;11934
51;Sapezal;27485
51;Serra Nova Dourada;1705
51;Sinop;148960
51;Sorriso;94941
51;Tabaporã;9357
51;Tangará da Serra;107631
51;Tapurah;14380
51;Terra Nova do Norte;9284
51;Tesouro;3761
51;Torixoréu;3487
51;União do Sul;3455
51;Vale de São Domingos;3124
51;Várzea Grande;290383
51;Vera;11731
51;Vila Rica;26946
51;Nova Guarita;4407
51;Nova Marilândia;3332
51;Nova Maringá;9056
51;Nova Monte Verde;9375
52;Abadia de Goiás;9158
52;Abadiânia;20873
52;Acreúna;22710
52;Adelândia;2515
52;Água Fria de Goiás;5843
52;Água Limpa;1809
52;Águas Lindas de Goiás;222850
52;Alexânia;28360
52;Aloândia;1976
52;Alto Horizonte;6796
52;Alto Paraíso de Goiás;7751
52;Alvorada do Norte;8749
52;Amaralina;3875
52;Americano do Brasil;6220
52;Amorinópolis;3011
52;Anápolis;396526
52;Anhanguera;1171
52;Anicuns;22113
52;Aparecida de Goiânia;601844
52;Aparecida do Rio Doce;2474
52;Aporé;4266
52;Araçu;3450
52;Aragarças;20410
52;Aragoiânia;10680
52;Araguapaz;7795
52;Arenópolis;2462
52;Aruanã;10340
52;Aurilândia;3000
52;Avelinópolis;2401
52;Baliza;5418
52;Barro Alto;11643
52;Bela Vista de Goiás;31004
52;Bom Jardim de Goiás;8912
52;Bom Jesus de Goiás;26069
52;Bonfinópolis;10120
52;Bonópolis;4579
52;Brazabrantes;3812
52;Britânia;5815
52;Buriti Alegre;9515
52;Buriti de Goiás;2464
52;Buritinópolis;3272
52;Cabeceiras;8098
52;Cachoeira Alta;12843
52;Cachoeira de Goiás;1336
52;Cachoeira Dourada;7997
52;Caçu;16525
52;Caiapônia;19304
52;Caldas Novas;95183
52;Caldazinha;3900
52;Campestre de Goiás;3662
52;Campinaçu;3628
52;Campinorte;12880
52;Campo Alegre de Goiás;7884
52;Campo Limpo de Goiás;8087
52;Campos Belos;20124
52;Campos Verdes;1526
52;Carmo do Rio Verde;10299
52;Castelândia;3380
52;Catalão;113091
52;Caturaí;5132
52;Cavalcante;9740
52;Ceres;22407
52;Cezarina;8794
52;Chapadão do Céu;10797
52;Cidade Ocidental;74370
52;Cocalzinho de Goiás;20771
52;Colinas do Sul;3339
52;Córrego do Ouro;2254
52;Corumbá de Goiás;11223
52;Corumbaíba;10012
52;Cristalina;61385
52;Cristianópolis;2962
52;Crixás;17136
52;Cromínia;3458
52;Cumari;2820
52;Damianópolis;3302
52;Damolândia;2944
52;Davinópolis;2094
52;Diorama;2477
52;Doverlândia;7174
52;Edealina;3678
52;Edéia;12559
52;Estrela do Norte;3253
52;Faina;6527
52;Fazenda Nova;5471
52;Firminópolis;13604
52;Flores de Goiás;17415
52;Formosa;125705
52;Formoso;4098
52;Gameleira de Goiás;3923
52;Divinópolis de Goiás;4701
52;Goianápolis;11217
52;Goiandira;5650
52;Goianésia;72045
52;Goiânia;1555626
52;Goianira;46278
52;Goiás;22122
52;Goiatuba;34307
52;Gouvelândia;6076
52;Guapó;14206
52;Guaraíta;1905
52;Guarani de Goiás;3801
52;Guarinos;1681
52;Heitoraí;3742
52;Hidrolândia;22533
52;Hidrolina;3450
52;Iaciara;14215
52;Inaciolândia;6275
52;Indiara;15962
52;Inhumas;53655
52;Ipameri;27365
52;Ipiranga de Goiás;2892
52;Iporá;31471
52;Israelândia;2772
52;Itaberaí;44329
52;Itaguari;4684
52;Itaguaru;5184
52;Itajá;4412
52;Itapaci;23850
52;Itapirapuã;4380
52;Itapuranga;25597
52;Itarumã;7337
52;Itauçu;8968
52;Itumbiara;106845
52;Ivolândia;2295
52;Jandaia;6001
52;Jaraguá;52160
52;Jataí;103221
52;Jaupaci;2843
52;Jesúpolis;2497
52;Joviânia;7417
52;Jussara;18266
52;Lagoa Santa;1652
52;Leopoldo de Bulhões;7663
52;Luziânia;214645
52;Mairipotaba;2358
52;Mambaí;9277
52;Mara Rosa;9234
52;Marzagão;2263
52;Matrinchã;4321
52;Maurilândia;14568
52;Mimoso de Goiás;2575
52;Minaçu;28518
52;Mineiros;69477
52;Moiporá;1471
52;Monte Alegre de Goiás;8759
52;Montes Claros de Goiás;8037
52;Montividiu;13935
52;Montividiu do Norte;4538
52;Morrinhos;46955
52;Morro Agudo de Goiás;2217
52;Mossâmedes;4120
52;Mozarlândia;16077
52;Mundo Novo;4540
52;Mutunópolis;3749
52;Nazário;9375
52;Nerópolis;30931
52;Niquelândia;47064
52;Nova América;2362
52;Nova Aurora;2236
52;Nova Crixás;13020
52;Nova Glória;8063
52;Nova Iguaçu de Goiás;2939
52;Nova Roma;3208
52;Nova Veneza;10193
52;Novo Brasil;2775
52;Novo Gama;119649
52;Novo Planalto;4592
52;Orizona;15834
52;Ouro Verde de Goiás;3679
52;Ouvidor;6895
52;Padre Bernardo;35011
52;Palestina de Goiás;3470
52;Palmeiras de Goiás;29915
52;Palmelo;2382
52;Palminópolis;3578
52;Panamá;2590
52;Paranaiguara;10221
52;Paraúna;10988
52;Perolândia;3156
52;Petrolina de Goiás;10240
52;Pilar de Goiás;2135
52;Piracanjuba;24543
52;Piranhas;10161
52;Pirenópolis;25218
52;Pires do Rio;31909
52;Planaltina;91345
52;Pontalina;17899
52;Porangatu;45866
52;Porteirão;3979
52;Portelândia;4032
52;Posse;37924
52;Professor Jamil;3211
52;Quirinópolis;51323
52;Rialma;10961
52;Rianápolis;4832
52;Rio Quente;4728
52;Rio Verde;247259
52;Rubiataba;20012
52;Sanclerlândia;7630
52;Santa Bárbara de Goiás;6701
52;Santa Cruz de Goiás;2782
52;Santa Fé de Goiás;5585
52;Santa Helena de Goiás;38962
52;Santa Isabel;3821
52;Santa Rita do Araguaia;9110
52;Santa Rita do Novo Destino;3367
52;Santa Rosa de Goiás;2200
52;Santa Tereza de Goiás;3207
52;Santa Terezinha de Goiás;8386
52;Santo Antônio da Barra;4886
52;Santo Antônio de Goiás;6593
52;Santo Antônio do Descoberto;76871
52;São Domingos;13305
52;São Francisco de Goiás;6265
52;São João d'Aliança;14423
52;São João da Paraúna;1312
52;São Luís de Montes Belos;34488
52;São Luiz do Norte;5263
52;São Miguel do Araguaia;21849
52;São Miguel do Passa Quatro;4105
52;São Patrício;2040
52;São Simão;21318
52;Senador Canedo;121447
52;Serranópolis;8737
52;Silvânia;20938
52;Simolândia;6895
52;Sítio d'Abadia;3040
52;Taquaral de Goiás;3506
52;Teresina de Goiás;3538
52;Terezópolis de Goiás;8326
52;Três Ranchos;2830
52;Trindade;132006
52;Trombas;3497
52;Turvânia;4526
52;Turvelândia;5447
52;Uirapuru;2829
52;Uruaçu;41150
52;Uruana;13795
52;Urutaí;3056
52;Valparaíso de Goiás;175720
52;Varjão;3848
52;Vianópolis;14088
52;Vicentinópolis;9002
52;Vila Boa;6451
52;Vila Propício;5941
53;Brasília;3094325
